publication	study	subject	item	voicing	usable	vowel_dur	comment
Roettger_etal_2014	1	3	gaut	voiceless	usable	160.594147	
Roettger_etal_2014	1	3	priek	voiceless	usable	83.30999	
Roettger_etal_2014	1	3	schug	voiced	usable	78.995211	
Roettger_etal_2014	1	3	stauk	voiceless	usable	152.607916	
Roettger_etal_2014	1	3	schmaup	voiceless	usable	126.767898	NO RELEASE?
Roettger_etal_2014	1	3	naug	voiced	usable	181.860652	
Roettger_etal_2014	1	3	blot	voiceless	usable	114.601885	
Roettger_etal_2014	1	3	frok	voiceless	usable	112.799877	
Roettger_etal_2014	1	3	frad	voiced	usable	183.46961	
Roettger_etal_2014	1	3	drut	voiceless	usable	120.777139	
Roettger_etal_2014	1	3	klap	voiceless	usable	157.343608	NO RELEASE?
Roettger_etal_2014	1	3	gag	voiced	usable	169.154856	
Roettger_etal_2014	1	3	gried	voiced	usable	92.173449	
Roettger_etal_2014	1	3	schriek	voiceless	usable	120.964881	
Roettger_etal_2014	1	3	wieb	voiced	usable	108.096761	NO RELEASE?
Roettger_etal_2014	1	3	gob	voiced	usable	124.256401	NO RELEASE?
Roettger_etal_2014	1	3	jiet	voiceless	usable	143.292841	
Roettger_etal_2014	1	3	prieg	voiced	usable	103.175136	
Roettger_etal_2014	1	3	flap	voiceless	usable	134.170964	NO RELEASE?
Roettger_etal_2014	1	3	quad	voiced	usable	71.772598	
Roettger_etal_2014	1	3	pruk	voiceless	usable	82.02988	
Roettger_etal_2014	1	3	quop	voiceless	usable	111.381475	
Roettger_etal_2014	1	3	frub	voiced	usable	102.982642	
Roettger_etal_2014	1	3	mub	voiced	usable	135.227015	
Roettger_etal_2014	1	3	gaud	voiced	usable	157.047706	
Roettger_etal_2014	1	3	schuk	voiceless	usable	97.776905	
Roettger_etal_2014	1	3	staug	voiced	usable	162.184892	
Roettger_etal_2014	1	3	rok	voiceless	usable	102.235514	
Roettger_etal_2014	1	4	frog	voiced	usable	159.616489	
Roettger_etal_2014	1	4	frat	voiceless	usable	180.574304	
Roettger_etal_2014	1	4	wiep	voiceless	usable	141.49473	
Roettger_etal_2014	1	4	nauk	voiceless	usable	198.191498	
Roettger_etal_2014	1	4	gak	voiceless	not_usable	188.534967	EJECTIVE?
Roettger_etal_2014	1	4	schmaub	voiced	usable	146.018732	cant detect bo; NO RELEASE?
Roettger_etal_2014	1	4	blod	voiced	usable	167.963425	
Roettger_etal_2014	1	4	schrieg	voiced	usable	156.112958	
Roettger_etal_2014	1	4	gop	voiceless	usable	135.953478	NO RELEASE?
Roettger_etal_2014	1	4	griet	voiceless	usable	126.474589	
Roettger_etal_2014	1	4	quad	voiced	usable	167.284083	
Roettger_etal_2014	1	4	gaud	voiced	usable	172.736705	
Roettger_etal_2014	1	4	pruk	voiceless	usable	114.58948	
Roettger_etal_2014	1	4	staug	voiced	usable	175.384257	
Roettger_etal_2014	1	4	quop	voiceless	usable	124.952751	
Roettger_etal_2014	1	4	rok	voiceless	usable	175.973482	
Roettger_etal_2014	1	4	jiet	voiceless	usable	80.385361	
Roettger_etal_2014	1	4	schuk	voiceless	usable	111.818614	
Roettger_etal_2014	1	4	prieg	voiced	usable	120.438062	
Roettger_etal_2014	1	4	frub	voiced	usable	127.292998	VQ o; GET RID OF THIS
Roettger_etal_2014	1	4	mub	voiced	usable	119.236462	whisper sound in /v/
Roettger_etal_2014	1	4	flap	voiceless	usable	158.927287	whisper sound in /v/
Roettger_etal_2014	1	4	drut	voiceless	usable	121.143524	
Roettger_etal_2014	1	4	gag	voiced	usable	180.380092	
Roettger_etal_2014	1	4	klap	voiceless	usable	188.084064	whisper sound in /v/
Roettger_etal_2014	1	4	schmaup	voiceless	usable	154.370621	wrong stop k; GET RID OF THIS
Roettger_etal_2014	1	4	wieb	voiced	usable	125.316705	whisper sound in /v/; NO RELEASE?
Roettger_etal_2014	1	4	gried	voiced	usable	113.283907	
Roettger_etal_2014	1	4	schriek	voiceless	usable	159.620869	
Roettger_etal_2014	1	4	gob	voiced	usable	149.240509	NO RELEASE?
Roettger_etal_2014	1	4	blot	voiceless	usable	161.02467	
Roettger_etal_2014	1	4	frad	voiced	usable	165.641172	
Roettger_etal_2014	1	4	naug	voiced	usable	189.408363	
Roettger_etal_2014	1	4	jied	voiced	not_usable	126.654559	VQ e
Roettger_etal_2014	1	4	rog	voiced	usable	158.329105	
Roettger_etal_2014	1	4	frup	voiceless	usable	132.599335	whisper sound in /v/
Roettger_etal_2014	1	4	mup	voiceless	usable	134.901268	cant detect bo; NO RELEASE?
Roettger_etal_2014	1	4	gaut	voiceless	usable	177.932793	
Roettger_etal_2014	1	4	stauk	voiceless	usable	175.026213	
Roettger_etal_2014	1	4	quob	voiced	not_usable	148.397359	DELAYED RELEASE?; GET RID OF THIS
Roettger_etal_2014	1	4	prug	voiced	not_usable	107.096156	VQ o; RELEASE IS NOT AUDIBLE AT ALL
Roettger_etal_2014	1	4	schug	voiced	usable	119.057229	
Roettger_etal_2014	1	4	flab	voiced	usable	155.158806	
Roettger_etal_2014	1	4	priek	voiceless	usable	113.146614	
Roettger_etal_2014	1	4	quat	voiceless	usable	161.938193	
Roettger_etal_2014	1	9	schriek	voiceless	not_usable	106.332939	EJECTIVE?
Roettger_etal_2014	1	9	blot	voiceless	usable	173.052262	hesitation
Roettger_etal_2014	1	9	frok	voiceless	not_usable	146.755707	hesitation
Roettger_etal_2014	1	9	gob	voiced	usable	135.307747	NO RELEASE?
Roettger_etal_2014	1	9	klap	voiceless	not_usable	138.513782	hesitation; NO RELEASE
Roettger_etal_2014	1	9	naug	voiced	not_usable	195.53318	hesitation
Roettger_etal_2014	1	9	drut	voiceless	not_usable	162.427626	hesitation
Roettger_etal_2014	1	9	gried	voiced	usable	127.994846	
Roettger_etal_2014	1	9	wieb	voiced	usable	117.293931	PFOLLTE NICHT MEHR
Roettger_etal_2014	1	9	schmaup	voiceless	not_usable	135.440679	hesitation; GET RID OF THIS; SOMETHING STRANGE HAPPENED HERE
Roettger_etal_2014	1	9	frad	voiced	usable	192.483858	
Roettger_etal_2014	1	9	gag	voiced	usable	203.539798	
Roettger_etal_2014	1	9	quob	voiced	usable	126.40764	NO RELEASE?
Roettger_etal_2014	1	9	jied	voiced	not_usable	187.416902	VQ e; hesitation
Roettger_etal_2014	1	9	mup	voiceless	usable	117.854507	hesitation; STRANGE GLOTTAL ACTIVITY AFTER RELEASE
Roettger_etal_2014	1	9	flab	voiced	not_usable	176.428558	NO RELEASE?; hesitation
Roettger_etal_2014	1	9	gaut	voiceless	usable	199.621224	
Roettger_etal_2014	1	9	quat	voiceless	usable	168.520751	
Roettger_etal_2014	1	9	rog	voiced	usable	149.586644	
Roettger_etal_2014	1	9	priek	voiceless	usable	119.418613	
Roettger_etal_2014	1	9	stauk	voiceless	usable	145.383307	
Roettger_etal_2014	1	9	prug	voiced	not_usable	122.810269	VQ o
Roettger_etal_2014	1	9	frup	voiceless	usable	105.319185	NO RELEASE?
Roettger_etal_2014	1	9	schrieg	voiced	usable	141.646259	
Roettger_etal_2014	1	9	drud	voiced	usable	147.067829	
Roettger_etal_2014	1	9	klab	voiced	usable	183.868579	NO RELEASE?
Roettger_etal_2014	1	9	blod	voiced	not_usable	186.781413	hesitation
Roettger_etal_2014	1	9	schmaub	voiced	usable	164.323547	
Roettger_etal_2014	1	9	gak	voiceless	usable	220.00557	
Roettger_etal_2014	1	9	nauk	voiceless	usable	189.197407	
Roettger_etal_2014	1	9	wiep	voiceless	usable	142.902508	
Roettger_etal_2014	1	9	gop	voiceless	usable	149.879783	
Roettger_etal_2014	1	9	griet	voiceless	usable	138.93323	
Roettger_etal_2014	1	9	frog	voiced	usable	158.711143	
Roettger_etal_2014	1	9	frat	voiceless	usable	230.986989	
Roettger_etal_2014	1	9	quop	voiceless	usable	148.672454	
Roettger_etal_2014	1	9	rok	voiceless	usable	147.310459	
Roettger_etal_2014	1	9	schuk	voiceless	usable	140.571229	
Roettger_etal_2014	1	9	quad	voiced	usable	221.273052	
Roettger_etal_2014	1	9	flap	voiceless	usable	197.334093	NO RELEASE?
Roettger_etal_2014	1	9	frub	voiced	usable	142.154294	NO RELEASE?
Roettger_etal_2014	1	9	jiet	voiceless	usable	143.866457	
Roettger_etal_2014	1	9	staug	voiced	usable	160.207341	
Roettger_etal_2014	1	9	prieg	voiced	not_usable	177.4707	GET RID OF THIS; CLICKING NOISE + STRANGE GLOTTAL ACTIVITY + HESITATION
Roettger_etal_2014	1	9	mub	voiced	usable	169.046468	
Roettger_etal_2014	1	9	pruk	voiceless	usable	130.16249	
Roettger_etal_2014	1	2	schmaup	voiceless	usable	124.839685	NO AUDIBLE RELEASE
Roettger_etal_2014	1	2	naug	voiced	usable	176.263344	
Roettger_etal_2014	1	2	gag	voiced	usable	164.880994	RELEASE IS NOT AUDIBLE
Roettger_etal_2014	1	2	schriek	voiceless	usable	92.768776	
Roettger_etal_2014	1	2	drut	voiceless	usable	74.03848	AFFRICATED RELEASE
Roettger_etal_2014	1	2	blot	voiceless	usable	123.663279	AFFRICATED RELEASE
Roettger_etal_2014	1	2	gried	voiced	usable	109.378356	
Roettger_etal_2014	1	2	klap	voiceless	usable	151.180169	NO AUDIBLE RELEASE
Roettger_etal_2014	1	2	gob	voiced	usable	103.218496	cant identify bo; PFOLLTE
Roettger_etal_2014	1	2	frok	voiceless	usable	95.322409	NO RELEASE? RELEASE NOT AUDIBLE
Roettger_etal_2014	1	2	frad	voiced	usable	139.420814	
Roettger_etal_2014	1	2	wieb	voiced	usable	118.181128	NO RELEASE
Roettger_etal_2014	1	2	gaut	voiceless	usable	177.936641	CREAKINESS IN VOWEL
Roettger_etal_2014	1	2	schug	voiced	usable	75.611731	RELEASE NOT AUDIBLE
Roettger_etal_2014	1	2	flab	voiced	usable	131.750503	NO AUDIBLE RELEASE?
Roettger_etal_2014	1	2	jied	voiced	not_usable	118.396309	VQ e
Roettger_etal_2014	1	2	quat	voiceless	usable	141.792665	
Roettger_etal_2014	1	2	mup	voiceless	usable	104.929052	
Roettger_etal_2014	1	2	rog	voiced	usable	126.508881	
Roettger_etal_2014	1	2	quob	voiced	usable	112.837275	NO RELEASE?
Roettger_etal_2014	1	2	prug	voiced	usable	80.080227	NO RELEASE
Roettger_etal_2014	1	2	stauk	voiceless	usable	149.412414	
Roettger_etal_2014	1	2	frup	voiceless	usable	97.609616	AFFRICATED RELEASE
Roettger_etal_2014	1	2	priek	voiceless	usable	106.919016	
Roettger_etal_2014	1	2	gop	voiceless	usable	107.679455	NO RELEASE?
Roettger_etal_2014	1	2	gak	voiceless	usable	180.3399	
Roettger_etal_2014	1	2	drud	voiced	usable	100.113942	
Roettger_etal_2014	1	2	nauk	voiceless	usable	165.804523	
Roettger_etal_2014	1	2	frog	voiced	usable	117.529425	
Roettger_etal_2014	1	2	schrieg	voiced	usable	137.901473	
Roettger_etal_2014	1	2	blod	voiced	usable	143.009015	
Roettger_etal_2014	1	2	klab	voiced	usable	150.151746	NO RELEASE
Roettger_etal_2014	1	2	schmaub	voiced	usable	133.08196	AFFRICATED RELEASE
Roettger_etal_2014	1	2	wiep	voiceless	usable	94.217584	NO RELEASE
Roettger_etal_2014	1	2	griet	voiceless	usable	91.607695	
Roettger_etal_2014	1	2	frat	voiceless	usable	141.812191	
Roettger_etal_2014	1	2	pruk	voiceless	usable	87.2368	NOT AUDIBLE
Roettger_etal_2014	1	2	jiet	voiceless	usable	91.597673	
Roettger_etal_2014	1	2	prieg	voiced	usable	124.368323	
Roettger_etal_2014	1	2	mub	voiced	usable	99.967936	AFFRICATED RELEASE
Roettger_etal_2014	1	2	rok	voiceless	usable	61.091443	
Roettger_etal_2014	1	2	schuk	voiceless	usable	92.218354	
Roettger_etal_2014	1	2	quad	voiced	usable	159.671045	
Roettger_etal_2014	1	2	gaud	voiced	usable	177.459381	
Roettger_etal_2014	1	2	frub	voiced	usable	111.052964	NO RELEASE?
Roettger_etal_2014	1	2	flap	voiceless	usable	141.340512	PFOLLTE AFFRICATED RELEASE
Roettger_etal_2014	1	2	quop	voiceless	usable	125.180945	AFFRICATED RELEASE
Roettger_etal_2014	1	2	staug	voiced	usable	168.963552	
Roettger_etal_2014	1	8	blot	voiceless	usable	145.951911	
Roettger_etal_2014	1	8	frad	voiced	usable	198.500532	
Roettger_etal_2014	1	8	schmaup	voiceless	usable	173.873183	
Roettger_etal_2014	1	8	schriek	voiceless	usable	142.330159	
Roettger_etal_2014	1	8	naug	voiced	usable	205.542661	
Roettger_etal_2014	1	8	gried	voiced	usable	173.806785	
Roettger_etal_2014	1	8	frok	voiceless	usable	128.310798	
Roettger_etal_2014	1	8	drut	voiceless	usable	143.407681	
Roettger_etal_2014	1	8	klap	voiceless	usable	166.497923	
Roettger_etal_2014	1	8	wieb	voiced	usable	146.518243	
Roettger_etal_2014	1	8	gag	voiced	usable	200.734396	
Roettger_etal_2014	1	8	gob	voiced	usable	154.583054	
Roettger_etal_2014	1	8	flap	voiceless	usable	167.244918	
Roettger_etal_2014	1	8	prieg	voiced	usable	158.877731	
Roettger_etal_2014	1	8	mub	voiced	usable	156.365052	
Roettger_etal_2014	1	8	schuk	voiceless	usable	129.742623	
Roettger_etal_2014	1	8	jiet	voiceless	usable	133.927927	
Roettger_etal_2014	1	8	pruk	voiceless	usable	134.086026	
Roettger_etal_2014	1	8	quad	voiced	usable	218.592976	
Roettger_etal_2014	1	8	gaud	voiced	usable	223.111029	
Roettger_etal_2014	1	8	quop	voiceless	usable	166.904638	
Roettger_etal_2014	1	8	staug	voiced	usable	185.161586	
Roettger_etal_2014	1	8	rok	voiceless	usable	166.670159	
Roettger_etal_2014	1	8	frub	voiced	usable	113.70306	
Roettger_etal_2014	1	8	frog	voiced	usable	157.743844	
Roettger_etal_2014	1	8	blod	voiced	usable	178.091011	
Roettger_etal_2014	1	8	frat	voiceless	usable	201.52923	
Roettger_etal_2014	1	8	schrieg	voiced	usable	165.628581	
Roettger_etal_2014	1	8	drud	voiced	usable	178.661818	
Roettger_etal_2014	1	8	gop	voiceless	usable	145.597456	
Roettger_etal_2014	1	8	nauk	voiceless	usable	197.366049	
Roettger_etal_2014	1	8	klab	voiced	usable	179.399663	
Roettger_etal_2014	1	8	gak	voiceless	usable	210.973516	
Roettger_etal_2014	1	8	griet	voiceless	usable	126.044139	
Roettger_etal_2014	1	8	schmaub	voiced	usable	164.336755	
Roettger_etal_2014	1	8	wiep	voiceless	usable	139.126008	
Roettger_etal_2014	1	8	flab	voiced	usable	172.898319	
Roettger_etal_2014	1	8	schug	voiced	usable	143.707102	
Roettger_etal_2014	1	8	priek	voiceless	usable	150.998554	
Roettger_etal_2014	1	8	quat	voiceless	usable	196.799231	
Roettger_etal_2014	1	8	rog	voiced	usable	178.470959	
Roettger_etal_2014	1	8	frup	voiceless	usable	131.178623	
Roettger_etal_2014	1	8	prug	voiced	usable	152.33914	
Roettger_etal_2014	1	8	gaut	voiceless	usable	219.339941	
Roettger_etal_2014	1	8	jied	voiced	usable	165.983536	
Roettger_etal_2014	1	8	mup	voiceless	usable	142.032158	
Roettger_etal_2014	1	8	quob	voiced	usable	201.686808	
Roettger_etal_2014	1	8	stauk	voiceless	usable	199.680238	
Roettger_etal_2014	1	1	schmaup	voiceless	usable	206.832658	RELEASE IS NOT AUDIBLE TO ME
Roettger_etal_2014	1	1	frad	voiced	usable	209.016959	RELEASE IS NOT AUDIBLE TO ME
Roettger_etal_2014	1	1	gob	voiced	not_usable	174.772392	slimy; AFFRICATED RELEASE
Roettger_etal_2014	1	1	frok	voiceless	usable	165.616024	RELEASE IS NOT AUDIBLE TO ME
Roettger_etal_2014	1	1	gag	voiced	not_usable	262.58424	stop? no bo; NO RELEASE; GET RID OF THIS
Roettger_etal_2014	1	1	naug	voiced	usable	260.731153	
Roettger_etal_2014	1	1	blot	voiceless	usable	202.188223	
Roettger_etal_2014	1	1	klap	voiceless	usable	197.459721	NO RELEASE?; DEFINITELY NOT AUDIBLE
Roettger_etal_2014	1	1	drut	voiceless	usable	165.725944	
Roettger_etal_2014	1	1	wieb	voiced	usable	159.482129	cant identify bo; NO RELEASE
Roettger_etal_2014	1	1	schriek	voiceless	usable	170.18337	
Roettger_etal_2014	1	1	gried	voiced	usable	168.790959	
Roettger_etal_2014	1	1	quop	voiceless	usable	155.440552	Rauschen; NO BURST/RELEASE
Roettger_etal_2014	1	1	pruk	voiceless	usable	140.074949	Rauschen
Roettger_etal_2014	1	1	jiet	voiceless	usable	114.474569	
Roettger_etal_2014	1	1	frub	voiced	usable	134.496266	NO RELEASE?
Roettger_etal_2014	1	1	prieg	voiced	not_usable	203.968354	VQ e; RELEASE NOT AUDIBLE
Roettger_etal_2014	1	1	gaud	voiced	usable	295.400099	COMPLETELY VOICED
Roettger_etal_2014	1	1	quad	voiced	usable	249.067157	
Roettger_etal_2014	1	1	mub	voiced	usable	192.626272	burst?; NO RELEASE
Roettger_etal_2014	1	1	flap	voiceless	usable	214.57366	NO RELEASE?
Roettger_etal_2014	1	1	rok	voiceless	usable	210.222744	
Roettger_etal_2014	1	1	staug	voiced	not_usable	246.624782	hesitation; NO AUDIBLE RELEASE
Roettger_etal_2014	1	1	schuk	voiceless	usable	161.202929	
Roettger_etal_2014	1	1	gak	voiceless	usable	276.921649	
Roettger_etal_2014	1	1	griet	voiceless	usable	168.051535	
Roettger_etal_2014	1	1	frat	voiceless	usable	231.424614	
Roettger_etal_2014	1	1	gop	voiceless	usable	193.839896	NO RELEASE?
Roettger_etal_2014	1	1	drud	voiced	usable	259.89777	
Roettger_etal_2014	1	1	nauk	voiceless	usable	264.772146	
Roettger_etal_2014	1	1	schmaub	voiced	usable	227.400717	NO RELEASE?
Roettger_etal_2014	1	1	blod	voiced	usable	247.786075	
Roettger_etal_2014	1	1	frog	voiced	usable	239.211908	NO RELEASE? NOT AUDIBLE DEFINITELY
Roettger_etal_2014	1	1	wiep	voiceless	usable	229.656274	
Roettger_etal_2014	1	1	schrieg	voiced	usable	233.172529	
Roettger_etal_2014	1	1	quob	voiced	usable	218.536377	NO RELEASE?
Roettger_etal_2014	1	1	prug	voiced	usable	239.008212	
Roettger_etal_2014	1	1	mup	voiceless	usable	183.648105	NO RELEASE
Roettger_etal_2014	1	1	rog	voiced	usable	243.283973	
Roettger_etal_2014	1	1	priek	voiceless	usable	192.075487	
Roettger_etal_2014	1	1	quat	voiceless	usable	270.058806	
Roettger_etal_2014	1	1	jied	voiced	not_usable	208.699389	VQ e
Roettger_etal_2014	1	1	gaut	voiceless	usable	269.610923	
Roettger_etal_2014	1	1	frup	voiceless	usable	181.950915	
Roettger_etal_2014	1	1	stauk	voiceless	usable	251.412302	
Roettger_etal_2014	1	1	schug	voiced	usable	240.968716	
Roettger_etal_2014	1	12	jiet	voiceless	usable	105.00414	lengthened
Roettger_etal_2014	1	12	quop	voiceless	usable	139.934042	
Roettger_etal_2014	1	12	mub	voiced	usable	155.334955	
Roettger_etal_2014	1	12	schuk	voiceless	usable	107.906321	
Roettger_etal_2014	1	12	gaud	voiced	usable	224.698296	
Roettger_etal_2014	1	12	pruk	voiceless	usable	100.003766	
Roettger_etal_2014	1	12	staug	voiced	usable	230.705606	
Roettger_etal_2014	1	12	flap	voiceless	usable	178.250595	
Roettger_etal_2014	1	12	rok	voiceless	usable	191.054606	
Roettger_etal_2014	1	12	frub	voiced	usable	114.182741	
Roettger_etal_2014	1	12	quad	voiced	usable	198.568653	
Roettger_etal_2014	1	12	drut	voiceless	usable	140.611195	
Roettger_etal_2014	1	12	wieb	voiced	usable	148.176983	
Roettger_etal_2014	1	12	schmaup	voiceless	usable	173.410324	
Roettger_etal_2014	1	12	gob	voiced	usable	136.193091	
Roettger_etal_2014	1	12	gried	voiced	usable	134.540221	
Roettger_etal_2014	1	12	gag	voiced	usable	226.896373	
Roettger_etal_2014	1	12	blot	voiceless	not_usable	177.881876	hesitation after EIN
Roettger_etal_2014	1	12	naug	voiced	usable	225.84597	
Roettger_etal_2014	1	12	frok	voiceless	usable	169.798418	
Roettger_etal_2014	1	12	klap	voiceless	usable	168.011423	
Roettger_etal_2014	1	12	frad	voiced	usable	186.751984	
Roettger_etal_2014	1	12	quob	voiced	usable	126.713985	NO RELEASE; PF
Roettger_etal_2014	1	12	rog	voiced	usable	162.605117	
Roettger_etal_2014	1	12	schug	voiced	usable	119.265686	
Roettger_etal_2014	1	12	stauk	voiceless	not_usable	195.937475	hesitation after EIN
Roettger_etal_2014	1	12	gaut	voiceless	usable	196.022976	
Roettger_etal_2014	1	12	frup	voiceless	usable	103.204937	
Roettger_etal_2014	1	12	prug	voiced	usable	114.783305	
Roettger_etal_2014	1	12	flab	voiced	usable	195.257021	PF
Roettger_etal_2014	1	12	quat	voiceless	usable	197.815399	
Roettger_etal_2014	1	12	mup	voiceless	usable	120.948075	
Roettger_etal_2014	1	12	frat	voiceless	usable	169.487938	
Roettger_etal_2014	1	12	schmaub	voiced	usable	158.056214	PF
Roettger_etal_2014	1	12	gak	voiceless	usable	211.345284	
Roettger_etal_2014	1	12	frog	voiced	usable	150.532383	
Roettger_etal_2014	1	12	schrieg	voiced	usable	136.934322	
Roettger_etal_2014	1	12	wiep	voiceless	usable	111.763888	
Roettger_etal_2014	1	12	blod	voiced	usable	157.412734	
Roettger_etal_2014	1	12	griet	voiceless	usable	131.461013	
Roettger_etal_2014	1	12	klab	voiced	usable	162.668276	
Roettger_etal_2014	1	12	gop	voiceless	usable	150.540424	
Roettger_etal_2014	1	12	nauk	voiceless	usable	227.186793	
Roettger_etal_2014	1	12	drud	voiced	usable	118.514937	
Roettger_etal_2014	1	13	flap	voiceless	usable	242.559307	target lengthened
Roettger_etal_2014	1	13	quad	voiced	usable	268.448634	target lengthened?
Roettger_etal_2014	1	13	quop	voiceless	usable	185.438442	
Roettger_etal_2014	1	13	staug	voiced	usable	186.950301	
Roettger_etal_2014	1	13	pruk	voiceless	usable	121.160052	
Roettger_etal_2014	1	13	frub	voiced	usable	173.544234	
Roettger_etal_2014	1	13	prieg	voiced	not_usable	171.620377	VQ e
Roettger_etal_2014	1	13	rok	voiceless	usable	173.600144	
Roettger_etal_2014	1	13	mub	voiced	usable	129.787305	
Roettger_etal_2014	1	13	schuk	voiceless	usable	120.598427	
Roettger_etal_2014	1	13	jiet	voiceless	usable	161.721695	
Roettger_etal_2014	1	13	gaud	voiced	usable	234.944788	
Roettger_etal_2014	1	13	gak	voiceless	usable	269.465491	
Roettger_etal_2014	1	13	klab	voiced	usable	240.695579	
Roettger_etal_2014	1	13	blod	voiced	usable	202.25198	
Roettger_etal_2014	1	13	wiep	voiceless	usable	106.321743	
Roettger_etal_2014	1	13	schmaub	voiced	usable	163.698793	
Roettger_etal_2014	1	13	griet	voiceless	usable	132.661934	
Roettger_etal_2014	1	13	frat	voiceless	usable	244.706768	target lengthened?
Roettger_etal_2014	1	13	frog	voiced	usable	177.791769	
Roettger_etal_2014	1	13	nauk	voiceless	usable	230.392065	
Roettger_etal_2014	1	13	gop	voiceless	usable	153.54356	sounds english ou
Roettger_etal_2014	1	13	schrieg	voiced	usable	112.545213	
Roettger_etal_2014	1	13	drud	voiced	usable	172.233325	
Roettger_etal_2014	1	13	gaut	voiceless	usable	231.288357	
Roettger_etal_2014	1	13	frup	voiceless	usable	163.214522	
Roettger_etal_2014	1	13	flab	voiced	usable	219.455951	
Roettger_etal_2014	1	13	quob	voiced	usable	192.447976	
Roettger_etal_2014	1	13	rog	voiced	usable	189.201227	
Roettger_etal_2014	1	13	stauk	voiceless	usable	210.530907	
Roettger_etal_2014	1	13	mup	voiceless	usable	144.446558	
Roettger_etal_2014	1	13	jied	voiced	not_usable	213.514836	VQ e; lenthened target
Roettger_etal_2014	1	13	prug	voiced	usable	194.043135	
Roettger_etal_2014	1	13	schug	voiced	usable	142.71442	
Roettger_etal_2014	1	13	priek	voiceless	not_usable	139.805151	VQ e; [plek]
Roettger_etal_2014	1	13	quat	voiceless	usable	232.815829	
Roettger_etal_2014	1	13	schmaup	voiceless	usable	192.409308	
Roettger_etal_2014	1	13	blot	voiceless	not_usable	184.023194	sounds english ou
Roettger_etal_2014	1	13	wieb	voiced	usable	113.494857	NO RELEASE
Roettger_etal_2014	1	13	drut	voiceless	usable	110.395575	
Roettger_etal_2014	1	13	frad	voiced	usable	210.267881	flapped R
Roettger_etal_2014	1	13	gag	voiced	usable	254.574444	
Roettger_etal_2014	1	13	gried	voiced	usable	136.924026	flapped R
Roettger_etal_2014	1	13	naug	voiced	usable	225.882315	
Roettger_etal_2014	1	13	schriek	voiceless	usable	146.512138	
Roettger_etal_2014	1	13	klap	voiceless	usable	228.258654	
Roettger_etal_2014	1	13	gob	voiced	not_usable	175.189705	sounds english ou
