publication	study	subject	item	repetition	voicing	usable	vowel_dur	condition	comment
Roettger_etal_2014	2	1	baug	1	voiced	usable	162	A	Enhanced
Roettger_etal_2014	2	1	bauk	1	voiceless	usable	149	A	Enhanced
Roettger_etal_2014	2	1	beg	1	voiced	usable	153	A	Enhanced
Roettger_etal_2014	2	1	bek	1	voiceless	usable	128	A	Enhanced
Roettger_etal_2014	2	1	bleb	1	voiced	usable	129	D	Reversed
Roettger_etal_2014	2	1	blep	1	voiceless	usable	118	D	Reversed
Roettger_etal_2014	2	1	blog	1	voiced	usable	157	B	Normal
Roettger_etal_2014	2	1	blok	1	voiceless	usable	139	B	Normal
Roettger_etal_2014	2	1	dab	1	voiced	usable	154	C	Reduced
Roettger_etal_2014	2	1	dag	1	voiced	usable	166	C	Reduced
Roettger_etal_2014	2	1	dak	1	voiceless	usable	175	C	Reduced
Roettger_etal_2014	2	1	dap	1	voiceless	usable	162	C	Reduced
Roettger_etal_2014	2	1	dieg	1	voiced	usable	90	B	Normal
Roettger_etal_2014	2	1	diek	1	voiceless	usable	139	B	Normal
Roettger_etal_2014	2	1	dob	1	voiced	usable	150	D	Reversed
Roettger_etal_2014	2	1	dop	1	voiceless	usable	147	D	Reversed
Roettger_etal_2014	2	1	drub	1	voiced	usable	120	C	Reduced
Roettger_etal_2014	2	1	drup	1	voiceless	usable	93	C	Reduced
Roettger_etal_2014	2	1	dug	1	voiced	usable	126	B	Normal
Roettger_etal_2014	2	1	duk	1	voiceless	usable	89	B	Normal
Roettger_etal_2014	2	1	fag	1	voiced	usable	158	B	Normal
Roettger_etal_2014	2	1	fak	1	voiceless	usable	168	B	Normal
Roettger_etal_2014	2	1	faub	1	voiced	usable	108	B	Normal
Roettger_etal_2014	2	1	faup	1	voiceless	usable	140	B	Normal
Roettger_etal_2014	2	1	flab	1	voiced	usable	NA	A	Enhanced
Roettger_etal_2014	2	1	flap	1	voiceless	usable	NA	A	Enhanced
Roettger_etal_2014	2	1	fleb	1	voiced	usable	109	C	Reduced
Roettger_etal_2014	2	1	flep	1	voiceless	usable	140	C	Reduced
Roettger_etal_2014	2	1	freb	1	voiced	usable	122	A	Enhanced
Roettger_etal_2014	2	1	frep	1	voiceless	usable	138	A	Enhanced
Roettger_etal_2014	2	1	frob	1	voiced	usable	141	C	Reduced
Roettger_etal_2014	2	1	frog	1	voiced	usable	141	D	Reversed
Roettger_etal_2014	2	1	frok	1	voiceless	usable	140	D	Reversed
Roettger_etal_2014	2	1	frop	1	voiceless	usable	126	C	Reduced
Roettger_etal_2014	2	1	frub	1	voiced	usable	113	A	Enhanced
Roettger_etal_2014	2	1	frup	1	voiceless	usable	89	A	Enhanced
Roettger_etal_2014	2	1	gag	1	voiced	usable	153	D	Reversed
Roettger_etal_2014	2	1	gak	1	voiceless	usable	165	D	Reversed
Roettger_etal_2014	2	1	gaub	1	voiced	usable	144	C	Reduced
Roettger_etal_2014	2	1	gaug	1	voiced	usable	140	D	Reversed
Roettger_etal_2014	2	1	gauk	1	voiceless	usable	154	D	Reversed
Roettger_etal_2014	2	1	gaup	1	voiceless	usable	115	C	Reduced
Roettger_etal_2014	2	1	gleg	1	voiced	usable	155	C	Reduced
Roettger_etal_2014	2	1	glek	1	voiceless	usable	91	C	Reduced
Roettger_etal_2014	2	1	glieb	1	voiced	usable	114	C	Reduced
Roettger_etal_2014	2	1	gliep	1	voiceless	usable	122	C	Reduced
Roettger_etal_2014	2	1	gob	1	voiced	usable	124	B	Normal
Roettger_etal_2014	2	1	gop	1	voiceless	usable	137	B	Normal
Roettger_etal_2014	2	1	grieb	1	voiced	usable	116	B	Normal
Roettger_etal_2014	2	1	griep	1	voiceless	usable	126	B	Normal
Roettger_etal_2014	2	1	heg	1	voiced	usable	134	B	Normal
Roettger_etal_2014	2	1	hek	1	voiceless	usable	151	B	Normal
Roettger_etal_2014	2	1	klab	1	voiced	usable	149	B	Normal
Roettger_etal_2014	2	1	klap	1	voiceless	usable	117	B	Normal
Roettger_etal_2014	2	1	krob	1	voiced	usable	121	A	Enhanced
Roettger_etal_2014	2	1	krop	1	voiceless	usable	113	A	Enhanced
Roettger_etal_2014	2	1	mieb	1	voiced	usable	128	D	Reversed
Roettger_etal_2014	2	1	miep	1	voiceless	usable	110	D	Reversed
Roettger_etal_2014	2	1	naub	1	voiced	usable	172	D	Reversed
Roettger_etal_2014	2	1	naug	1	voiced	usable	171	C	Reduced
Roettger_etal_2014	2	1	nauk	1	voiceless	usable	170	C	Reduced
Roettger_etal_2014	2	1	naup	1	voiceless	usable	155	D	Reversed
Roettger_etal_2014	2	1	nug	1	voiced	usable	160	A	Enhanced
Roettger_etal_2014	2	1	nuk	1	voiceless	usable	116	A	Enhanced
Roettger_etal_2014	2	1	prieg	1	voiced	usable	96	A	Enhanced
Roettger_etal_2014	2	1	priek	1	voiceless	usable	144	A	Enhanced
Roettger_etal_2014	2	1	prug	1	voiced	usable	115	D	Reversed
Roettger_etal_2014	2	1	pruk	1	voiceless	usable	113	D	Reversed
Roettger_etal_2014	2	1	rog	1	voiced	usable	127	C	Reduced
Roettger_etal_2014	2	1	rok	1	voiceless	usable	140	C	Reduced
Roettger_etal_2014	2	1	schlab	1	voiced	usable	135	D	Reversed
Roettger_etal_2014	2	1	schlap	1	voiceless	usable	143	D	Reversed
Roettger_etal_2014	2	1	schmaub	1	voiced	usable	143	A	Enhanced
Roettger_etal_2014	2	1	schmaup	1	voiceless	usable	149	A	Enhanced
Roettger_etal_2014	2	1	schrieg	1	voiced	usable	142	D	Reversed
Roettger_etal_2014	2	1	schriek	1	voiceless	usable	105	D	Reversed
Roettger_etal_2014	2	1	schug	1	voiced	usable	85	C	Reduced
Roettger_etal_2014	2	1	schuk	1	voiceless	usable	100	C	Reduced
Roettger_etal_2014	2	1	spag	1	voiced	usable	178	A	Enhanced
Roettger_etal_2014	2	1	spak	1	voiceless	usable	153	A	Enhanced
Roettger_etal_2014	2	1	staug	1	voiced	usable	146	B	Normal
Roettger_etal_2014	2	1	stauk	1	voiceless	usable	122	B	Normal
Roettger_etal_2014	2	1	streg	1	voiced	usable	127	D	Reversed
Roettger_etal_2014	2	1	strek	1	voiceless	usable	124	D	Reversed
Roettger_etal_2014	2	1	sub	1	voiced	usable	120	D	Reversed
Roettger_etal_2014	2	1	sup	1	voiceless	usable	101	D	Reversed
Roettger_etal_2014	2	1	trieg	1	voiced	usable	94	C	Reduced
Roettger_etal_2014	2	1	triek	1	voiceless	usable	107	C	Reduced
Roettger_etal_2014	2	1	wieb	1	voiced	usable	124	A	Enhanced
Roettger_etal_2014	2	1	wiep	1	voiceless	usable	112	A	Enhanced
Roettger_etal_2014	2	1	wub	1	voiced	usable	107	B	Normal
Roettger_etal_2014	2	1	wug	1	voiced	usable	116	A	Enhanced
Roettger_etal_2014	2	1	wuk	1	voiceless	usable	99	A	Enhanced
Roettger_etal_2014	2	1	wup	1	voiceless	usable	115	B	Normal
Roettger_etal_2014	2	1	zeb	1	voiced	usable	133	B	Normal
Roettger_etal_2014	2	1	zep	1	voiceless	usable	107	B	Normal
Roettger_etal_2014	2	1	bleb	2	voiced	usable	128	D	Reversed
Roettger_etal_2014	2	1	blep	2	voiceless	usable	117	D	Reversed
Roettger_etal_2014	2	1	blog	2	voiced	usable	174	B	Normal
Roettger_etal_2014	2	1	blok	2	voiceless	usable	142	B	Normal
Roettger_etal_2014	2	1	dieg	2	voiced	usable	97	B	Normal
Roettger_etal_2014	2	1	diek	2	voiceless	usable	116	B	Normal
Roettger_etal_2014	2	1	dob	2	voiced	usable	175	D	Reversed
Roettger_etal_2014	2	1	dop	2	voiceless	usable	143	D	Reversed
Roettger_etal_2014	2	1	dug	2	voiced	usable	147	B	Normal
Roettger_etal_2014	2	1	duk	2	voiceless	usable	140	B	Normal
Roettger_etal_2014	2	1	fag	2	voiced	usable	164	B	Normal
Roettger_etal_2014	2	1	fak	2	voiceless	usable	151	B	Normal
Roettger_etal_2014	2	1	faub	2	voiced	usable	129	B	Normal
Roettger_etal_2014	2	1	faup	2	voiceless	usable	140	B	Normal
Roettger_etal_2014	2	1	frog	2	voiced	usable	117	D	Reversed
Roettger_etal_2014	2	1	frok	2	voiceless	usable	145	D	Reversed
Roettger_etal_2014	2	1	gag	2	voiced	usable	177	D	Reversed
Roettger_etal_2014	2	1	gak	2	voiceless	usable	175	D	Reversed
Roettger_etal_2014	2	1	gaug	2	voiced	usable	160	D	Reversed
Roettger_etal_2014	2	1	gauk	2	voiceless	usable	175	D	Reversed
Roettger_etal_2014	2	1	gob	2	voiced	usable	142	B	Normal
Roettger_etal_2014	2	1	gop	2	voiceless	usable	118	B	Normal
Roettger_etal_2014	2	1	grieb	2	voiced	usable	126	B	Normal
Roettger_etal_2014	2	1	griep	2	voiceless	usable	147	B	Normal
Roettger_etal_2014	2	1	heg	2	voiced	usable	142	B	Normal
Roettger_etal_2014	2	1	hek	2	voiceless	usable	121	B	Normal
Roettger_etal_2014	2	1	klab	2	voiced	usable	158	B	Normal
Roettger_etal_2014	2	1	klap	2	voiceless	usable	150	B	Normal
Roettger_etal_2014	2	1	mieb	2	voiced	usable	134	D	Reversed
Roettger_etal_2014	2	1	miep	2	voiceless	usable	122	D	Reversed
Roettger_etal_2014	2	1	naub	2	voiced	usable	178	D	Reversed
Roettger_etal_2014	2	1	naup	2	voiceless	usable	164	D	Reversed
Roettger_etal_2014	2	1	prug	2	voiced	usable	136	D	Reversed
Roettger_etal_2014	2	1	pruk	2	voiceless	usable	124	D	Reversed
Roettger_etal_2014	2	1	schlab	2	voiced	usable	167	D	Reversed
Roettger_etal_2014	2	1	schlap	2	voiceless	usable	140	D	Reversed
Roettger_etal_2014	2	1	schrieg	2	voiced	usable	130	D	Reversed
Roettger_etal_2014	2	1	schriek	2	voiceless	usable	119	D	Reversed
Roettger_etal_2014	2	1	staug	2	voiced	usable	171	B	Normal
Roettger_etal_2014	2	1	stauk	2	voiceless	usable	152	B	Normal
Roettger_etal_2014	2	1	streg	2	voiced	usable	149	D	Reversed
Roettger_etal_2014	2	1	strek	2	voiceless	usable	143	D	Reversed
Roettger_etal_2014	2	1	sub	2	voiced	usable	134	D	Reversed
Roettger_etal_2014	2	1	sup	2	voiceless	usable	121	D	Reversed
Roettger_etal_2014	2	1	wub	2	voiced	usable	93	B	Normal
Roettger_etal_2014	2	1	wup	2	voiceless	usable	103	B	Normal
Roettger_etal_2014	2	1	zeb	2	voiced	usable	NA	B	Normal
Roettger_etal_2014	2	1	zep	2	voiceless	usable	NA	B	Normal
Roettger_etal_2014	2	1	bleb	3	voiced	usable	147	D	Reversed
Roettger_etal_2014	2	1	blep	3	voiceless	usable	175	D	Reversed
Roettger_etal_2014	2	1	blog	3	voiced	usable	161	B	Normal
Roettger_etal_2014	2	1	blok	3	voiceless	usable	200	B	Normal
Roettger_etal_2014	2	1	dieg	3	voiced	usable	163	B	Normal
Roettger_etal_2014	2	1	diek	3	voiceless	usable	170	B	Normal
Roettger_etal_2014	2	1	dob	3	voiced	usable	224	D	Reversed
Roettger_etal_2014	2	1	dop	3	voiceless	usable	156	D	Reversed
Roettger_etal_2014	2	1	dug	3	voiced	usable	179	B	Normal
Roettger_etal_2014	2	1	duk	3	voiceless	usable	150	B	Normal
Roettger_etal_2014	2	1	fag	3	voiced	usable	249	B	Normal
Roettger_etal_2014	2	1	fak	3	voiceless	usable	189	B	Normal
Roettger_etal_2014	2	1	faub	3	voiced	usable	170	B	Normal
Roettger_etal_2014	2	1	faup	3	voiceless	usable	190	B	Normal
Roettger_etal_2014	2	1	frog	3	voiced	usable	143	D	Reversed
Roettger_etal_2014	2	1	frok	3	voiceless	usable	198	D	Reversed
Roettger_etal_2014	2	1	gag	3	voiced	usable	264	D	Reversed
Roettger_etal_2014	2	1	gak	3	voiceless	usable	205	D	Reversed
Roettger_etal_2014	2	1	gaug	3	voiced	usable	223	D	Reversed
Roettger_etal_2014	2	1	gauk	3	voiceless	usable	167	D	Reversed
Roettger_etal_2014	2	1	gob	3	voiced	usable	190	B	Normal
Roettger_etal_2014	2	1	gop	3	voiceless	usable	136	B	Normal
Roettger_etal_2014	2	1	grieb	3	voiced	usable	141	B	Normal
Roettger_etal_2014	2	1	griep	3	voiceless	usable	151	B	Normal
Roettger_etal_2014	2	1	heg	3	voiced	usable	177	B	Normal
Roettger_etal_2014	2	1	hek	3	voiceless	usable	163	B	Normal
Roettger_etal_2014	2	1	klab	3	voiced	usable	184	B	Normal
Roettger_etal_2014	2	1	klap	3	voiceless	usable	174	B	Normal
Roettger_etal_2014	2	1	mieb	3	voiced	usable	133	D	Reversed
Roettger_etal_2014	2	1	miep	3	voiceless	usable	161	D	Reversed
Roettger_etal_2014	2	1	naub	3	voiced	usable	190	D	Reversed
Roettger_etal_2014	2	1	naup	3	voiceless	usable	200	D	Reversed
Roettger_etal_2014	2	1	prug	3	voiced	usable	116	D	Reversed
Roettger_etal_2014	2	1	pruk	3	voiceless	usable	119	D	Reversed
Roettger_etal_2014	2	1	schlab	3	voiced	usable	167	D	Reversed
Roettger_etal_2014	2	1	schlap	3	voiceless	usable	154	D	Reversed
Roettger_etal_2014	2	1	schrieg	3	voiced	usable	194	D	Reversed
Roettger_etal_2014	2	1	schriek	3	voiceless	usable	123	D	Reversed
Roettger_etal_2014	2	1	staug	3	voiced	usable	207	B	Normal
Roettger_etal_2014	2	1	stauk	3	voiceless	usable	148	B	Normal
Roettger_etal_2014	2	1	streg	3	voiced	usable	148	D	Reversed
Roettger_etal_2014	2	1	strek	3	voiceless	usable	180	D	Reversed
Roettger_etal_2014	2	1	sub	3	voiced	usable	178	D	Reversed
Roettger_etal_2014	2	1	sup	3	voiceless	usable	139	D	Reversed
Roettger_etal_2014	2	1	wub	3	voiced	usable	118	B	Normal
Roettger_etal_2014	2	1	wup	3	voiceless	usable	122	B	Normal
Roettger_etal_2014	2	1	zeb	3	voiced	usable	147	B	Normal
Roettger_etal_2014	2	1	zep	3	voiceless	usable	112	B	Normal
Roettger_etal_2014	2	2	baug	1	voiced	usable	149	A	Enhanced
Roettger_etal_2014	2	2	bauk	1	voiceless	usable	161	A	Enhanced
Roettger_etal_2014	2	2	beg	1	voiced	usable	132	A	Enhanced
Roettger_etal_2014	2	2	bek	1	voiceless	usable	135	A	Enhanced
Roettger_etal_2014	2	2	bleb	1	voiced	usable	110	D	Reversed
Roettger_etal_2014	2	2	blep	1	voiceless	usable	112	D	Reversed
Roettger_etal_2014	2	2	blog	1	voiced	usable	101	B	Normal
Roettger_etal_2014	2	2	blok	1	voiceless	usable	120	B	Normal
Roettger_etal_2014	2	2	dab	1	voiced	usable	149	C	Reduced
Roettger_etal_2014	2	2	dag	1	voiced	usable	152	C	Reduced
Roettger_etal_2014	2	2	dak	1	voiceless	usable	173	C	Reduced
Roettger_etal_2014	2	2	dap	1	voiceless	usable	151	C	Reduced
Roettger_etal_2014	2	2	dieg	1	voiced	usable	100	B	Normal
Roettger_etal_2014	2	2	diek	1	voiceless	usable	106	B	Normal
Roettger_etal_2014	2	2	dob	1	voiced	usable	128	D	Reversed
Roettger_etal_2014	2	2	dop	1	voiceless	usable	121	D	Reversed
Roettger_etal_2014	2	2	drub	1	voiced	usable	83	C	Reduced
Roettger_etal_2014	2	2	drup	1	voiceless	usable	79	C	Reduced
Roettger_etal_2014	2	2	dug	1	voiced	usable	108	B	Normal
Roettger_etal_2014	2	2	duk	1	voiceless	usable	90	B	Normal
Roettger_etal_2014	2	2	fag	1	voiced	usable	158	B	Normal
Roettger_etal_2014	2	2	fak	1	voiceless	usable	151	B	Normal
Roettger_etal_2014	2	2	faub	1	voiced	usable	116	B	Normal
Roettger_etal_2014	2	2	faup	1	voiceless	usable	123	B	Normal
Roettger_etal_2014	2	2	flab	1	voiced	usable	119	A	Enhanced
Roettger_etal_2014	2	2	flap	1	voiceless	usable	127	A	Enhanced
Roettger_etal_2014	2	2	fleb	1	voiced	usable	112	C	Reduced
Roettger_etal_2014	2	2	flep	1	voiceless	usable	96	C	Reduced
Roettger_etal_2014	2	2	freb	1	voiced	usable	105	A	Enhanced
Roettger_etal_2014	2	2	frep	1	voiceless	usable	94	A	Enhanced
Roettger_etal_2014	2	2	frob	1	voiced	usable	101	C	Reduced
Roettger_etal_2014	2	2	frog	1	voiced	usable	102	D	Reversed
Roettger_etal_2014	2	2	frok	1	voiceless	usable	109	D	Reversed
Roettger_etal_2014	2	2	frop	1	voiceless	usable	101	C	Reduced
Roettger_etal_2014	2	2	frub	1	voiced	usable	83	A	Enhanced
Roettger_etal_2014	2	2	frup	1	voiceless	usable	93	A	Enhanced
Roettger_etal_2014	2	2	gag	1	voiced	usable	153	D	Reversed
Roettger_etal_2014	2	2	gak	1	voiceless	usable	154	D	Reversed
Roettger_etal_2014	2	2	gaub	1	voiced	usable	137	C	Reduced
Roettger_etal_2014	2	2	gaug	1	voiced	usable	164	D	Reversed
Roettger_etal_2014	2	2	gauk	1	voiceless	usable	146	D	Reversed
Roettger_etal_2014	2	2	gaup	1	voiceless	usable	136	C	Reduced
Roettger_etal_2014	2	2	gleg	1	voiced	usable	111	C	Reduced
Roettger_etal_2014	2	2	glek	1	voiceless	usable	127	C	Reduced
Roettger_etal_2014	2	2	glieb	1	voiced	usable	93	C	Reduced
Roettger_etal_2014	2	2	gliep	1	voiceless	usable	112	C	Reduced
Roettger_etal_2014	2	2	gob	1	voiced	usable	121	B	Normal
Roettger_etal_2014	2	2	gop	1	voiceless	usable	98	B	Normal
Roettger_etal_2014	2	2	grieb	1	voiced	usable	118	B	Normal
Roettger_etal_2014	2	2	griep	1	voiceless	usable	92	B	Normal
Roettger_etal_2014	2	2	heg	1	voiced	usable	134	B	Normal
Roettger_etal_2014	2	2	hek	1	voiceless	usable	113	B	Normal
Roettger_etal_2014	2	2	klab	1	voiced	usable	128	B	Normal
Roettger_etal_2014	2	2	klap	1	voiceless	usable	136	B	Normal
Roettger_etal_2014	2	2	krob	1	voiced	usable	NA	A	Enhanced
Roettger_etal_2014	2	2	krop	1	voiceless	usable	NA	A	Enhanced
Roettger_etal_2014	2	2	mieb	1	voiced	usable	103	D	Reversed
Roettger_etal_2014	2	2	miep	1	voiceless	usable	109	D	Reversed
Roettger_etal_2014	2	2	naub	1	voiced	usable	160	D	Reversed
Roettger_etal_2014	2	2	naug	1	voiced	usable	NA	C	Reduced
Roettger_etal_2014	2	2	nauk	1	voiceless	usable	NA	C	Reduced
Roettger_etal_2014	2	2	naup	1	voiceless	usable	158	D	Reversed
Roettger_etal_2014	2	2	nug	1	voiced	usable	113	A	Enhanced
Roettger_etal_2014	2	2	nuk	1	voiceless	usable	114	A	Enhanced
Roettger_etal_2014	2	2	prieg	1	voiced	usable	108	A	Enhanced
Roettger_etal_2014	2	2	priek	1	voiceless	usable	119	A	Enhanced
Roettger_etal_2014	2	2	prug	1	voiced	usable	74	D	Reversed
Roettger_etal_2014	2	2	pruk	1	voiceless	usable	99	D	Reversed
Roettger_etal_2014	2	2	rog	1	voiced	usable	129	C	Reduced
Roettger_etal_2014	2	2	rok	1	voiceless	usable	120	C	Reduced
Roettger_etal_2014	2	2	schlab	1	voiced	usable	126	D	Reversed
Roettger_etal_2014	2	2	schlap	1	voiceless	usable	121	D	Reversed
Roettger_etal_2014	2	2	schmaub	1	voiced	usable	131	A	Enhanced
Roettger_etal_2014	2	2	schmaup	1	voiceless	usable	106	A	Enhanced
Roettger_etal_2014	2	2	schrieg	1	voiced	usable	87	D	Reversed
Roettger_etal_2014	2	2	schriek	1	voiceless	usable	79	D	Reversed
Roettger_etal_2014	2	2	schug	1	voiced	usable	64	C	Reduced
Roettger_etal_2014	2	2	schuk	1	voiceless	usable	64	C	Reduced
Roettger_etal_2014	2	2	spag	1	voiced	usable	161	A	Enhanced
Roettger_etal_2014	2	2	spak	1	voiceless	usable	166	A	Enhanced
Roettger_etal_2014	2	2	staug	1	voiced	usable	143	B	Normal
Roettger_etal_2014	2	2	stauk	1	voiceless	usable	141	B	Normal
Roettger_etal_2014	2	2	streg	1	voiced	usable	115	D	Reversed
Roettger_etal_2014	2	2	strek	1	voiceless	usable	93	D	Reversed
Roettger_etal_2014	2	2	sub	1	voiced	usable	131	D	Reversed
Roettger_etal_2014	2	2	sup	1	voiceless	usable	99	D	Reversed
Roettger_etal_2014	2	2	trieg	1	voiced	usable	92	C	Reduced
Roettger_etal_2014	2	2	triek	1	voiceless	usable	72	C	Reduced
Roettger_etal_2014	2	2	wieb	1	voiced	usable	88	A	Enhanced
Roettger_etal_2014	2	2	wiep	1	voiceless	usable	96	A	Enhanced
Roettger_etal_2014	2	2	wub	1	voiced	usable	96	B	Normal
Roettger_etal_2014	2	2	wug	1	voiced	usable	111	A	Enhanced
Roettger_etal_2014	2	2	wuk	1	voiceless	usable	125	A	Enhanced
Roettger_etal_2014	2	2	wup	1	voiceless	usable	94	B	Normal
Roettger_etal_2014	2	2	zeb	1	voiced	usable	98	B	Normal
Roettger_etal_2014	2	2	zep	1	voiceless	usable	96	B	Normal
Roettger_etal_2014	2	2	bleb	2	voiced	usable	97	D	Reversed
Roettger_etal_2014	2	2	blep	2	voiceless	usable	113	D	Reversed
Roettger_etal_2014	2	2	blog	2	voiced	usable	105	B	Normal
Roettger_etal_2014	2	2	blok	2	voiceless	usable	97	B	Normal
Roettger_etal_2014	2	2	dieg	2	voiced	usable	87	B	Normal
Roettger_etal_2014	2	2	diek	2	voiceless	usable	90	B	Normal
Roettger_etal_2014	2	2	dob	2	voiced	usable	124	D	Reversed
Roettger_etal_2014	2	2	dop	2	voiceless	usable	113	D	Reversed
Roettger_etal_2014	2	2	dug	2	voiced	usable	122	B	Normal
Roettger_etal_2014	2	2	duk	2	voiceless	usable	118	B	Normal
Roettger_etal_2014	2	2	fag	2	voiced	usable	170	B	Normal
Roettger_etal_2014	2	2	fak	2	voiceless	usable	140	B	Normal
Roettger_etal_2014	2	2	faub	2	voiced	usable	108	B	Normal
Roettger_etal_2014	2	2	faup	2	voiceless	usable	115	B	Normal
Roettger_etal_2014	2	2	frog	2	voiced	usable	92	D	Reversed
Roettger_etal_2014	2	2	frok	2	voiceless	usable	97	D	Reversed
Roettger_etal_2014	2	2	gag	2	voiced	usable	184	D	Reversed
Roettger_etal_2014	2	2	gak	2	voiceless	usable	147	D	Reversed
Roettger_etal_2014	2	2	gaug	2	voiced	usable	150	D	Reversed
Roettger_etal_2014	2	2	gauk	2	voiceless	usable	150	D	Reversed
Roettger_etal_2014	2	2	gob	2	voiced	usable	108	B	Normal
Roettger_etal_2014	2	2	gop	2	voiceless	usable	98	B	Normal
Roettger_etal_2014	2	2	grieb	2	voiced	usable	100	B	Normal
Roettger_etal_2014	2	2	griep	2	voiceless	usable	90	B	Normal
Roettger_etal_2014	2	2	heg	2	voiced	usable	129	B	Normal
Roettger_etal_2014	2	2	hek	2	voiceless	usable	80	B	Normal
Roettger_etal_2014	2	2	klab	2	voiced	usable	131	B	Normal
Roettger_etal_2014	2	2	klap	2	voiceless	usable	119	B	Normal
Roettger_etal_2014	2	2	mieb	2	voiced	usable	99	D	Reversed
Roettger_etal_2014	2	2	miep	2	voiceless	usable	113	D	Reversed
Roettger_etal_2014	2	2	naub	2	voiced	usable	137	D	Reversed
Roettger_etal_2014	2	2	naup	2	voiceless	usable	131	D	Reversed
Roettger_etal_2014	2	2	prug	2	voiced	usable	74	D	Reversed
Roettger_etal_2014	2	2	pruk	2	voiceless	usable	88	D	Reversed
Roettger_etal_2014	2	2	schlab	2	voiced	usable	116	D	Reversed
Roettger_etal_2014	2	2	schlap	2	voiceless	usable	127	D	Reversed
Roettger_etal_2014	2	2	schrieg	2	voiced	usable	86	D	Reversed
Roettger_etal_2014	2	2	schriek	2	voiceless	usable	69	D	Reversed
Roettger_etal_2014	2	2	staug	2	voiced	usable	130	B	Normal
Roettger_etal_2014	2	2	stauk	2	voiceless	usable	125	B	Normal
Roettger_etal_2014	2	2	streg	2	voiced	usable	113	D	Reversed
Roettger_etal_2014	2	2	strek	2	voiceless	usable	102	D	Reversed
Roettger_etal_2014	2	2	sub	2	voiced	usable	86	D	Reversed
Roettger_etal_2014	2	2	sup	2	voiceless	usable	78	D	Reversed
Roettger_etal_2014	2	2	wub	2	voiced	usable	77	B	Normal
Roettger_etal_2014	2	2	wup	2	voiceless	usable	59	B	Normal
Roettger_etal_2014	2	2	zeb	2	voiced	usable	95	B	Normal
Roettger_etal_2014	2	2	zep	2	voiceless	usable	89	B	Normal
Roettger_etal_2014	2	2	bleb	3	voiced	usable	114	D	Reversed
Roettger_etal_2014	2	2	blep	3	voiceless	usable	93	D	Reversed
Roettger_etal_2014	2	2	blog	3	voiced	usable	107	B	Normal
Roettger_etal_2014	2	2	blok	3	voiceless	usable	93	B	Normal
Roettger_etal_2014	2	2	dieg	3	voiced	usable	105	B	Normal
Roettger_etal_2014	2	2	diek	3	voiceless	usable	79	B	Normal
Roettger_etal_2014	2	2	dob	3	voiced	usable	136	D	Reversed
Roettger_etal_2014	2	2	dop	3	voiceless	usable	114	D	Reversed
Roettger_etal_2014	2	2	dug	3	voiced	usable	107	B	Normal
Roettger_etal_2014	2	2	duk	3	voiceless	usable	98	B	Normal
Roettger_etal_2014	2	2	fag	3	voiced	usable	159	B	Normal
Roettger_etal_2014	2	2	fak	3	voiceless	usable	143	B	Normal
Roettger_etal_2014	2	2	faub	3	voiced	usable	111	B	Normal
Roettger_etal_2014	2	2	faup	3	voiceless	usable	105	B	Normal
Roettger_etal_2014	2	2	frog	3	voiced	usable	114	D	Reversed
Roettger_etal_2014	2	2	frok	3	voiceless	usable	90	D	Reversed
Roettger_etal_2014	2	2	gag	3	voiced	usable	153	D	Reversed
Roettger_etal_2014	2	2	gak	3	voiceless	usable	162	D	Reversed
Roettger_etal_2014	2	2	gaug	3	voiced	usable	148	D	Reversed
Roettger_etal_2014	2	2	gauk	3	voiceless	usable	140	D	Reversed
Roettger_etal_2014	2	2	gob	3	voiced	usable	108	B	Normal
Roettger_etal_2014	2	2	gop	3	voiceless	usable	79	B	Normal
Roettger_etal_2014	2	2	grieb	3	voiced	usable	102	B	Normal
Roettger_etal_2014	2	2	griep	3	voiceless	usable	100	B	Normal
Roettger_etal_2014	2	2	heg	3	voiced	usable	83	B	Normal
Roettger_etal_2014	2	2	hek	3	voiceless	usable	94	B	Normal
Roettger_etal_2014	2	2	klab	3	voiced	usable	141	B	Normal
Roettger_etal_2014	2	2	klap	3	voiceless	usable	126	B	Normal
Roettger_etal_2014	2	2	mieb	3	voiced	usable	107	D	Reversed
Roettger_etal_2014	2	2	miep	3	voiceless	usable	104	D	Reversed
Roettger_etal_2014	2	2	naub	3	voiced	usable	150	D	Reversed
Roettger_etal_2014	2	2	naup	3	voiceless	usable	138	D	Reversed
Roettger_etal_2014	2	2	prug	3	voiced	usable	91	D	Reversed
Roettger_etal_2014	2	2	pruk	3	voiceless	usable	81	D	Reversed
Roettger_etal_2014	2	2	schlab	3	voiced	usable	134	D	Reversed
Roettger_etal_2014	2	2	schlap	3	voiceless	usable	135	D	Reversed
Roettger_etal_2014	2	2	schrieg	3	voiced	usable	102	D	Reversed
Roettger_etal_2014	2	2	schriek	3	voiceless	usable	81	D	Reversed
Roettger_etal_2014	2	2	staug	3	voiced	usable	139	B	Normal
Roettger_etal_2014	2	2	stauk	3	voiceless	usable	131	B	Normal
Roettger_etal_2014	2	2	streg	3	voiced	usable	118	D	Reversed
Roettger_etal_2014	2	2	strek	3	voiceless	usable	117	D	Reversed
Roettger_etal_2014	2	2	sub	3	voiced	usable	128	D	Reversed
Roettger_etal_2014	2	2	sup	3	voiceless	usable	83	D	Reversed
Roettger_etal_2014	2	2	wub	3	voiced	usable	80	B	Normal
