publication	population	subject	target	stimspk	pair	stimtype	stopp	place	voicing	vowel	acoustic_cue	dur
Grawunder_2014	German	SF01	Schrieke	M1	P1	Standard	k	velar	voiceless	i	preceding vowel duration in ms	118
Grawunder_2014	German	SF01	Schriege	M1	P1	Standard	g	velar	voiced	i	preceding vowel duration in ms	110
Grawunder_2014	German	SF02	Schrieke	M1	P1	Standard	k	velar	voiceless	i	preceding vowel duration in ms	98
Grawunder_2014	German	SF02	Schriege	M1	P1	Standard	g	velar	voiced	i	preceding vowel duration in ms	158
Grawunder_2014	German	SF03	Schriege	F1	P1	Standard	g	velar	voiced	i	preceding vowel duration in ms	101
Grawunder_2014	German	SF03	Schrieke	F1	P1	Standard	k	velar	voiceless	i	preceding vowel duration in ms	87
Grawunder_2014	German	SF06	Schrieke	M1	P1	Standard	k	velar	voiceless	i	preceding vowel duration in ms	38
Grawunder_2014	German	SF06	Schriege	M1	P1	Standard	g	velar	voiced	i	preceding vowel duration in ms	80
Grawunder_2014	German	SM01	Schriege	F1	P1	Standard	g	velar	voiced	i	preceding vowel duration in ms	184
Grawunder_2014	German	SM01	Schrieke	F1	P1	Standard	k	velar	voiceless	i	preceding vowel duration in ms	116
Grawunder_2014	German	SM02	Schrieke	F1	P1	Standard	k	velar	voiceless	i	preceding vowel duration in ms	85
Grawunder_2014	German	SM02	Schriege	F1	P1	Standard	g	velar	voiced	i	preceding vowel duration in ms	117
Grawunder_2014	German	SM03	Schrieke	M1	P1	Standard	k	velar	voiceless	i	preceding vowel duration in ms	130
Grawunder_2014	German	SM03	Schriege	M1	P1	Standard	g	velar	voiced	i	preceding vowel duration in ms	170
Grawunder_2014	German	SM04	Schriege	F1	P1	Standard	g	velar	voiced	i	preceding vowel duration in ms	76
Grawunder_2014	German	SM04	Schrieke	F1	P1	Standard	k	velar	voiceless	i	preceding vowel duration in ms	78
Grawunder_2014	German	SM10	Schrieke	M1	P1	Standard	k	velar	voiceless	i	preceding vowel duration in ms	95
Grawunder_2014	German	SM10	Schriege	M1	P1	Standard	g	velar	voiced	i	preceding vowel duration in ms	293
Grawunder_2014	Austrian German	TF04	Schrieke	F1	P1	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	122
Grawunder_2014	Austrian German	TF04	Schriege	F1	P1	Tirol	g	velar	voiced	i	preceding vowel duration in ms	114
Grawunder_2014	Austrian German	TF05	Schrieke	F1	P1	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	121
Grawunder_2014	Austrian German	TF05	Schriege	F1	P1	Tirol	g	velar	voiced	i	preceding vowel duration in ms	149
Grawunder_2014	Austrian German	TF08	Schrieke	F1	P1	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	80
Grawunder_2014	Austrian German	TF08	Schriege	F1	P1	Tirol	g	velar	voiced	i	preceding vowel duration in ms	121
Grawunder_2014	Austrian German	TF09	Schrieke	M1	P1	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	149
Grawunder_2014	Austrian German	TF09	Schriege	M1	P1	Tirol	g	velar	voiced	i	preceding vowel duration in ms	180
Grawunder_2014	Austrian German	TM05	Schrieke	F1	P1	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	116
Grawunder_2014	Austrian German	TM05	Schriege	F1	P1	Tirol	g	velar	voiced	i	preceding vowel duration in ms	192
Grawunder_2014	Austrian German	TM06	Schriege	F1	P1	Tirol	g	velar	voiced	i	preceding vowel duration in ms	158
Grawunder_2014	Austrian German	TM06	Schrieke	F1	P1	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	97
Grawunder_2014	Austrian German	TM07	Schriege	F1	P1	Tirol	g	velar	voiced	i	preceding vowel duration in ms	182
Grawunder_2014	Austrian German	TM07	Schrieke	F1	P1	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	143
Grawunder_2014	Austrian German	TM08	Schriege	M1	P1	Tirol	g	velar	voiced	i	preceding vowel duration in ms	106
Grawunder_2014	Austrian German	TM08	Schrieke	M1	P1	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	109
Grawunder_2014	Austrian German	TM09	Schriege	M1	P1	Tirol	g	velar	voiced	i	preceding vowel duration in ms	115
Grawunder_2014	Austrian German	TM09	Schrieke	M1	P1	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	133
Grawunder_2014	German	SF01	Drude	F1	P10	Standard	d	alveo	voiced	u	preceding vowel duration in ms	122
Grawunder_2014	German	SF01	Drute	F1	P10	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	115
Grawunder_2014	German	SF02	Drute	F1	P10	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	124
Grawunder_2014	German	SF02	Drude	F1	P10	Standard	d	alveo	voiced	u	preceding vowel duration in ms	167
Grawunder_2014	German	SF03	Drute	M1	P10	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	113
Grawunder_2014	German	SF03	Drude	M1	P10	Standard	d	alveo	voiced	u	preceding vowel duration in ms	131
Grawunder_2014	German	SF06	Drude	F1	P10	Standard	d	alveo	voiced	u	preceding vowel duration in ms	132
Grawunder_2014	German	SF06	Drute	F1	P10	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	89
Grawunder_2014	German	SM01	Drute	M1	P10	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	194
Grawunder_2014	German	SM01	Drude	M1	P10	Standard	d	alveo	voiced	u	preceding vowel duration in ms	175
Grawunder_2014	German	SM02	Drute	M1	P10	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	165
Grawunder_2014	German	SM02	Drude	M1	P10	Standard	d	alveo	voiced	u	preceding vowel duration in ms	123
Grawunder_2014	German	SM03	Drute	F1	P10	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	166
Grawunder_2014	German	SM03	Drude	F1	P10	Standard	d	alveo	voiced	u	preceding vowel duration in ms	152
Grawunder_2014	German	SM04	Drute	M1	P10	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	105
Grawunder_2014	German	SM04	Drude	M1	P10	Standard	d	alveo	voiced	u	preceding vowel duration in ms	126
Grawunder_2014	German	SM10	Drute	F1	P10	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	156
Grawunder_2014	German	SM10	Drude	F1	P10	Standard	d	alveo	voiced	u	preceding vowel duration in ms	205
Grawunder_2014	Austrian German	TF04	Drute	M1	P10	Tirol	t	alveo	voiceless	u	preceding vowel duration in ms	71
Grawunder_2014	Austrian German	TF04	Drude	M1	P10	Tirol	d	alveo	voiced	u	preceding vowel duration in ms	175
Grawunder_2014	Austrian German	TF05	Drude	M1	P10	Tirol	d	alveo	voiced	u	preceding vowel duration in ms	146
Grawunder_2014	Austrian German	TF05	Drute	M1	P10	Tirol	t	alveo	voiceless	u	preceding vowel duration in ms	155
Grawunder_2014	Austrian German	TF08	Drute	M1	P10	Tirol	t	alveo	voiceless	u	preceding vowel duration in ms	92
Grawunder_2014	Austrian German	TF08	Drude	M1	P10	Tirol	d	alveo	voiced	u	preceding vowel duration in ms	87
Grawunder_2014	Austrian German	TF09	Drude	F1	P10	Tirol	d	alveo	voiced	u	preceding vowel duration in ms	146
Grawunder_2014	Austrian German	TF09	Drute	F1	P10	Tirol	t	alveo	voiceless	u	preceding vowel duration in ms	145
Grawunder_2014	Austrian German	TM05	Drute	M1	P10	Tirol	t	alveo	voiceless	u	preceding vowel duration in ms	137
Grawunder_2014	Austrian German	TM05	Drude	M1	P10	Tirol	d	alveo	voiced	u	preceding vowel duration in ms	177
Grawunder_2014	Austrian German	TM06	Drute	M1	P10	Tirol	t	alveo	voiceless	u	preceding vowel duration in ms	176
Grawunder_2014	Austrian German	TM06	Drude	M1	P10	Tirol	d	alveo	voiced	u	preceding vowel duration in ms	154
Grawunder_2014	Austrian German	TM07	Drute	M1	P10	Tirol	t	alveo	voiceless	u	preceding vowel duration in ms	174
Grawunder_2014	Austrian German	TM07	Drude	M1	P10	Tirol	d	alveo	voiced	u	preceding vowel duration in ms	145
Grawunder_2014	Austrian German	TM08	Drude	F1	P10	Tirol	d	alveo	voiced	u	preceding vowel duration in ms	112
Grawunder_2014	Austrian German	TM08	Drute	F1	P10	Tirol	t	alveo	voiceless	u	preceding vowel duration in ms	101
Grawunder_2014	Austrian German	TM09	Drute	F1	P10	Tirol	t	alveo	voiceless	u	preceding vowel duration in ms	221
Grawunder_2014	Austrian German	TM09	Drude	F1	P10	Tirol	d	alveo	voiced	u	preceding vowel duration in ms	252
Grawunder_2014	German	SF01	Gage	F1	P11	Standard	g	velar	voiced	a	preceding vowel duration in ms	183
Grawunder_2014	German	SF01	Gake	F1	P11	Standard	k	velar	voiceless	a	preceding vowel duration in ms	153
Grawunder_2014	German	SF02	Gake	F1	P11	Standard	k	velar	voiceless	a	preceding vowel duration in ms	121
Grawunder_2014	German	SF02	Gage	F1	P11	Standard	g	velar	voiced	a	preceding vowel duration in ms	148
Grawunder_2014	German	SF03	Gage	M1	P11	Standard	g	velar	voiced	a	preceding vowel duration in ms	169
Grawunder_2014	German	SF03	Gake	M1	P11	Standard	k	velar	voiceless	a	preceding vowel duration in ms	93
Grawunder_2014	German	SF06	Gake	F1	P11	Standard	k	velar	voiceless	a	preceding vowel duration in ms	135
Grawunder_2014	German	SM01	Gage	M1	P11	Standard	g	velar	voiced	a	preceding vowel duration in ms	209
Grawunder_2014	German	SM01	Gake	M1	P11	Standard	k	velar	voiceless	a	preceding vowel duration in ms	188
Grawunder_2014	German	SM02	Gake	M1	P11	Standard	k	velar	voiceless	a	preceding vowel duration in ms	159
Grawunder_2014	German	SM02	Gage	M1	P11	Standard	g	velar	voiced	a	preceding vowel duration in ms	214
Grawunder_2014	German	SM03	Gake	F1	P11	Standard	k	velar	voiceless	a	preceding vowel duration in ms	181
Grawunder_2014	German	SM03	Gage	F1	P11	Standard	g	velar	voiced	a	preceding vowel duration in ms	178
Grawunder_2014	German	SM04	Gake	M1	P11	Standard	NA	bilab	voiced	a	preceding vowel duration in ms	95
Grawunder_2014	German	SM04	Gage	M1	P11	Standard	g	velar	voiced	a	preceding vowel duration in ms	129
Grawunder_2014	German	SM10	Gage	F1	P11	Standard	g	velar	voiced	a	preceding vowel duration in ms	239
Grawunder_2014	German	SM10	Gake	F1	P11	Standard	k	velar	voiceless	a	preceding vowel duration in ms	238
Grawunder_2014	Austrian German	TF04	Gage	M1	P11	Tirol	g	velar	voiced	a	preceding vowel duration in ms	195
Grawunder_2014	Austrian German	TF04	Gake	M1	P11	Tirol	k	velar	voiceless	a	preceding vowel duration in ms	178
Grawunder_2014	Austrian German	TF05	Gage	M1	P11	Tirol	g	velar	voiced	a	preceding vowel duration in ms	218
Grawunder_2014	Austrian German	TF05	Gake	M1	P11	Tirol	k	velar	voiceless	a	preceding vowel duration in ms	200
Grawunder_2014	Austrian German	TF08	Gake	M1	P11	Tirol	k	velar	voiceless	a	preceding vowel duration in ms	112
Grawunder_2014	Austrian German	TF08	Gage	M1	P11	Tirol	g	velar	voiced	a	preceding vowel duration in ms	148
Grawunder_2014	Austrian German	TF09	Gake	F1	P11	Tirol	k	velar	voiceless	a	preceding vowel duration in ms	175
Grawunder_2014	Austrian German	TF09	Gage	F1	P11	Tirol	g	velar	voiced	a	preceding vowel duration in ms	236
Grawunder_2014	Austrian German	TM05	Gake	M1	P11	Tirol	k	velar	voiceless	a	preceding vowel duration in ms	184
Grawunder_2014	Austrian German	TM05	Gage	M1	P11	Tirol	g	velar	voiced	a	preceding vowel duration in ms	238
Grawunder_2014	Austrian German	TM06	Gake	M1	P11	Tirol	k	velar	voiceless	a	preceding vowel duration in ms	197
Grawunder_2014	Austrian German	TM06	Gage	M1	P11	Tirol	g	velar	voiced	a	preceding vowel duration in ms	227
Grawunder_2014	Austrian German	TM07	Gake	M1	P11	Tirol	k	velar	voiceless	a	preceding vowel duration in ms	92
Grawunder_2014	Austrian German	TM07	Gage	M1	P11	Tirol	g	velar	voiced	a	preceding vowel duration in ms	188
Grawunder_2014	Austrian German	TM08	Gake	F1	P11	Tirol	k	velar	voiceless	a	preceding vowel duration in ms	143
Grawunder_2014	Austrian German	TM08	Gage	F1	P11	Tirol	NA	velar	voiced	a	preceding vowel duration in ms	166
Grawunder_2014	Austrian German	TM09	Gake	F1	P11	Tirol	k	velar	voiceless	a	preceding vowel duration in ms	162
Grawunder_2014	Austrian German	TM09	Gage	F1	P11	Tirol	g	velar	voiced	a	preceding vowel duration in ms	215
Grawunder_2014	German	SF01	Blote	F1	P12	Standard	t	alveo	voiceless	o	preceding vowel duration in ms	119
Grawunder_2014	German	SF01	Blode	F1	P12	Standard	d	alveo	voiced	o	preceding vowel duration in ms	135
Grawunder_2014	German	SF02	Blote	F1	P12	Standard	t	alveo	voiceless	o	preceding vowel duration in ms	137
Grawunder_2014	German	SF02	Blode	F1	P12	Standard	d	alveo	voiced	o	preceding vowel duration in ms	174
Grawunder_2014	German	SF03	Blode	M1	P12	Standard	d	alveo	voiced	o	preceding vowel duration in ms	148
Grawunder_2014	German	SF03	Blote	M1	P12	Standard	t	alveo	voiceless	o	preceding vowel duration in ms	144
Grawunder_2014	German	SF06	Blode	F1	P12	Standard	d	alveo	voiced	o	preceding vowel duration in ms	126
Grawunder_2014	German	SF06	Blote	F1	P12	Standard	t	alveo	voiceless	o	preceding vowel duration in ms	118
Grawunder_2014	German	SM01	Blote	M1	P12	Standard	t	alveo	voiceless	o	preceding vowel duration in ms	180
Grawunder_2014	German	SM01	Blode	M1	P12	Standard	d	alveo	voiced	o	preceding vowel duration in ms	199
Grawunder_2014	German	SM02	Blode	M1	P12	Standard	d	alveo	voiced	o	preceding vowel duration in ms	152
Grawunder_2014	German	SM02	Blote	M1	P12	Standard	t	alveo	voiceless	o	preceding vowel duration in ms	136
Grawunder_2014	German	SM03	Blote	F1	P12	Standard	t	alveo	voiceless	o	preceding vowel duration in ms	165
Grawunder_2014	German	SM03	Blode	F1	P12	Standard	d	alveo	voiced	o	preceding vowel duration in ms	208
Grawunder_2014	German	SM04	Blote	M1	P12	Standard	t	alveo	voiceless	o	preceding vowel duration in ms	106
Grawunder_2014	German	SM04	Blode	M1	P12	Standard	d	alveo	voiced	o	preceding vowel duration in ms	119
Grawunder_2014	German	SM10	Blote	F1	P12	Standard	t	alveo	voiceless	o	preceding vowel duration in ms	166
Grawunder_2014	German	SM10	Blode	F1	P12	Standard	d	alveo	voiced	o	preceding vowel duration in ms	173
Grawunder_2014	Austrian German	TF04	Blote	M1	P12	Tirol	t	alveo	voiceless	o	preceding vowel duration in ms	129
Grawunder_2014	Austrian German	TF04	Blode	M1	P12	Tirol	d	alveo	voiced	o	preceding vowel duration in ms	162
Grawunder_2014	Austrian German	TF05	Blode	M1	P12	Tirol	d	alveo	voiced	o	preceding vowel duration in ms	214
Grawunder_2014	Austrian German	TF05	Blote	M1	P12	Tirol	t	alveo	voiceless	o	preceding vowel duration in ms	179
Grawunder_2014	Austrian German	TF08	Blode	M1	P12	Tirol	d	alveo	voiced	o	preceding vowel duration in ms	120
Grawunder_2014	Austrian German	TF08	Blote	M1	P12	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	131
Grawunder_2014	Austrian German	TF09	Blote	F1	P12	Tirol	t	alveo	voiceless	o	preceding vowel duration in ms	158
Grawunder_2014	Austrian German	TF09	Blode	F1	P12	Tirol	d	alveo	voiced	o	preceding vowel duration in ms	188
Grawunder_2014	Austrian German	TM05	Blode	M1	P12	Tirol	d	alveo	voiced	o	preceding vowel duration in ms	184
Grawunder_2014	Austrian German	TM05	Blote	M1	P12	Tirol	t	alveo	voiceless	o	preceding vowel duration in ms	171
Grawunder_2014	Austrian German	TM06	Blode	M1	P12	Tirol	d	alveo	voiced	o	preceding vowel duration in ms	192
Grawunder_2014	Austrian German	TM06	Blote	M1	P12	Tirol	t	alveo	voiceless	o	preceding vowel duration in ms	144
Grawunder_2014	Austrian German	TM07	Blote	M1	P12	Tirol	t	alveo	voiceless	o	preceding vowel duration in ms	169
Grawunder_2014	Austrian German	TM07	Blode	M1	P12	Tirol	d	alveo	voiced	o	preceding vowel duration in ms	167
Grawunder_2014	Austrian German	TM08	Blode	F1	P12	Tirol	d	alveo	voiced	o	preceding vowel duration in ms	136
Grawunder_2014	Austrian German	TM08	Blote	F1	P12	Tirol	t	alveo	voiceless	o	preceding vowel duration in ms	120
Grawunder_2014	Austrian German	TM09	Blode	F1	P12	Tirol	d	alveo	voiced	o	preceding vowel duration in ms	195
Grawunder_2014	Austrian German	TM09	Blote	F1	P12	Tirol	t	alveo	voiceless	o	preceding vowel duration in ms	188
Grawunder_2014	German	SF01	Flabe	F1	P13	Standard	b	bilab	voiced	a	preceding vowel duration in ms	138
Grawunder_2014	German	SF01	Flape	F1	P13	Standard	p	bilab	voiceless	a	preceding vowel duration in ms	132
Grawunder_2014	German	SF02	Flape	F1	P13	Standard	p	bilab	voiceless	a	preceding vowel duration in ms	110
Grawunder_2014	German	SF02	Flabe	F1	P13	Standard	b	bilab	voiced	a	preceding vowel duration in ms	135
Grawunder_2014	German	SF03	Flabe	M1	P13	Standard	b	bilab	voiced	a	preceding vowel duration in ms	177
Grawunder_2014	German	SF03	Flape	M1	P13	Standard	p	bilab	voiceless	a	preceding vowel duration in ms	129
Grawunder_2014	German	SF06	Flabe	F1	P13	Standard	b	bilab	voiced	a	preceding vowel duration in ms	135
Grawunder_2014	German	SF06	Flape	F1	P13	Standard	p	bilab	voiceless	a	preceding vowel duration in ms	113
Grawunder_2014	German	SM01	Flabe	M1	P13	Standard	b	bilab	voiceless	a	preceding vowel duration in ms	179
Grawunder_2014	German	SM01	Flape	M1	P13	Standard	p	bilab	voiceless	a	preceding vowel duration in ms	180
Grawunder_2014	German	SM02	Flabe	M1	P13	Standard	b	bilab	voiced	a	preceding vowel duration in ms	175
Grawunder_2014	German	SM02	Flape	M1	P13	Standard	p	bilab	voiceless	a	preceding vowel duration in ms	123
Grawunder_2014	German	SM03	Flape	F1	P13	Standard	p	bilab	voiceless	a	preceding vowel duration in ms	145
Grawunder_2014	German	SM03	Flabe	F1	P13	Standard	b	bilab	voiced	a	preceding vowel duration in ms	165
Grawunder_2014	German	SM04	Flabe	M1	P13	Standard	b	bilab	voiced	a	preceding vowel duration in ms	142
Grawunder_2014	German	SM04	Flape	M1	P13	Standard	p	bilab	voiceless	a	preceding vowel duration in ms	91
Grawunder_2014	German	SM10	Flabe	F1	P13	Standard	b	bilab	voiced	a	preceding vowel duration in ms	199
Grawunder_2014	German	SM10	Flape	F1	P13	Standard	p	bilab	voiceless	a	preceding vowel duration in ms	196
Grawunder_2014	Austrian German	TF04	Flape	M1	P13	Tirol	p	bilab	voiceless	a	preceding vowel duration in ms	171
Grawunder_2014	Austrian German	TF04	Flabe	M1	P13	Tirol	b	bilab	voiced	a	preceding vowel duration in ms	168
Grawunder_2014	Austrian German	TF05	Flape	M1	P13	Tirol	p	bilab	voiceless	a	preceding vowel duration in ms	198
Grawunder_2014	Austrian German	TF05	Flabe	M1	P13	Tirol	b	bilab	voiced	a	preceding vowel duration in ms	179
Grawunder_2014	Austrian German	TF08	Flabe	M1	P13	Tirol	b	bilab	voiced	a	preceding vowel duration in ms	135
Grawunder_2014	Austrian German	TF08	Flape	M1	P13	Tirol	p	bilab	voiceless	a	preceding vowel duration in ms	134
Grawunder_2014	Austrian German	TF09	Flabe	F1	P13	Tirol	NA	velar	voiced	a	preceding vowel duration in ms	166
Grawunder_2014	Austrian German	TF09	Flape	F1	P13	Tirol	p	bilab	voiceless	a	preceding vowel duration in ms	157
Grawunder_2014	Austrian German	TM05	Flape	M1	P13	Tirol	p	bilab	voiceless	a	preceding vowel duration in ms	207
Grawunder_2014	Austrian German	TM05	Flabe	M1	P13	Tirol	b	bilab	voiced	a	preceding vowel duration in ms	162
Grawunder_2014	Austrian German	TM06	Flape	M1	P13	Tirol	p	bilab	voiceless	a	preceding vowel duration in ms	196
Grawunder_2014	Austrian German	TM06	Flabe	M1	P13	Tirol	b	bilab	voiced	a	preceding vowel duration in ms	158
Grawunder_2014	Austrian German	TM07	Flape	M1	P13	Tirol	p	bilab	voiceless	a	preceding vowel duration in ms	169
Grawunder_2014	Austrian German	TM07	Flabe	M1	P13	Tirol	b	bilab	voiced	a	preceding vowel duration in ms	182
Grawunder_2014	Austrian German	TM08	Flabe	F1	P13	Tirol	b	bilab	voiced	a	preceding vowel duration in ms	122
Grawunder_2014	Austrian German	TM08	Flape	F1	P13	Tirol	p	bilab	voiceless	a	preceding vowel duration in ms	123
Grawunder_2014	Austrian German	TM09	Flape	F1	P13	Tirol	p	bilab	voiceless	a	preceding vowel duration in ms	112
Grawunder_2014	Austrian German	TM09	Flabe	F1	P13	Tirol	b	bilab	voiced	a	preceding vowel duration in ms	181
Grawunder_2014	German	SF01	Gaute	M1	P14	Standard	k	velar	voiceless	au	preceding vowel duration in ms	155
Grawunder_2014	German	SF01	Gaude	F1	P14	Standard	d	alveo	voiced	au	preceding vowel duration in ms	183
Grawunder_2014	German	SF02	Gaude	F1	P14	Standard	d	alveo	voiced	au	preceding vowel duration in ms	186
Grawunder_2014	German	SF02	Gaute	F1	P14	Standard	t	alveo	voiceless	au	preceding vowel duration in ms	173
Grawunder_2014	German	SF03	Gaute	M1	P14	Standard	t	alveo	voiceless	au	preceding vowel duration in ms	180
Grawunder_2014	German	SF03	Gaude	M1	P14	Standard	d	alveo	voiced	au	preceding vowel duration in ms	167
Grawunder_2014	German	SF06	Gaude	F1	P14	Standard	d	alveo	voiced	au	preceding vowel duration in ms	166
Grawunder_2014	German	SF06	Gaute	F1	P14	Standard	t	alveo	voiceless	au	preceding vowel duration in ms	140
Grawunder_2014	German	SM01	Gaude	M1	P14	Standard	d	alveo	voiced	au	preceding vowel duration in ms	212
Grawunder_2014	German	SM01	Gaute	M1	P14	Standard	t	alveo	voiceless	au	preceding vowel duration in ms	179
Grawunder_2014	German	SM02	Gaude	M1	P14	Standard	d	alveo	voiced	au	preceding vowel duration in ms	179
Grawunder_2014	German	SM02	Gaute	M1	P14	Standard	t	alveo	voiceless	au	preceding vowel duration in ms	158
Grawunder_2014	German	SM03	Gaute	F1	P14	Standard	t	alveo	voiceless	au	preceding vowel duration in ms	182
Grawunder_2014	German	SM03	Gaude	F1	P14	Standard	d	alveo	voiced	au	preceding vowel duration in ms	205
Grawunder_2014	German	SM04	Gaude	M1	P14	Standard	d	alveo	voiced	au	preceding vowel duration in ms	105
Grawunder_2014	German	SM04	Gaute	M1	P14	Standard	t	alveo	voiceless	au	preceding vowel duration in ms	125
Grawunder_2014	German	SM10	Gaute	F1	P14	Standard	t	alveo	voiceless	au	preceding vowel duration in ms	239
Grawunder_2014	German	SM10	Gaude	F1	P14	Standard	d	alveo	voiced	au	preceding vowel duration in ms	227
Grawunder_2014	Austrian German	TF04	Gaute	M1	P14	Tirol	t	alveo	voiceless	au	preceding vowel duration in ms	210
Grawunder_2014	Austrian German	TF04	Gaude	M1	P14	Tirol	d	alveo	voiced	au	preceding vowel duration in ms	171
Grawunder_2014	Austrian German	TF05	Gaute	M1	P14	Tirol	t	alveo	voiceless	au	preceding vowel duration in ms	188
Grawunder_2014	Austrian German	TF05	Gaude	M1	P14	Tirol	d	alveo	voiced	au	preceding vowel duration in ms	236
Grawunder_2014	Austrian German	TF08	Gaude	M1	P14	Tirol	d	alveo	voiced	au	preceding vowel duration in ms	167
Grawunder_2014	Austrian German	TF08	Gaute	M1	P14	Tirol	t	alveo	voiceless	au	preceding vowel duration in ms	176
Grawunder_2014	Austrian German	TF09	Gaude	F1	P14	Tirol	d	alveo	voiced	au	preceding vowel duration in ms	228
Grawunder_2014	Austrian German	TF09	Gaute	F1	P14	Tirol	t	alveo	voiceless	au	preceding vowel duration in ms	169
Grawunder_2014	Austrian German	TM05	Gaude	M1	P14	Tirol	d	alveo	voiced	au	preceding vowel duration in ms	232
Grawunder_2014	Austrian German	TM05	Gaute	M1	P14	Tirol	t	alveo	voiceless	au	preceding vowel duration in ms	211
Grawunder_2014	Austrian German	TM06	Gaute	M1	P14	Tirol	t	alveo	voiceless	au	preceding vowel duration in ms	162
Grawunder_2014	Austrian German	TM06	Gaude	M1	P14	Tirol	d	alveo	voiced	au	preceding vowel duration in ms	159
Grawunder_2014	Austrian German	TM07	Gaude	M1	P14	Tirol	d	alveo	voiced	au	preceding vowel duration in ms	183
Grawunder_2014	Austrian German	TM07	Gaute	M1	P14	Tirol	t	alveo	voiceless	au	preceding vowel duration in ms	210
Grawunder_2014	Austrian German	TM08	Gaude	F1	P14	Tirol	d	alveo	voiced	au	preceding vowel duration in ms	156
Grawunder_2014	Austrian German	TM08	Gaute	F1	P14	Tirol	t	alveo	voiceless	au	preceding vowel duration in ms	156
Grawunder_2014	Austrian German	TM09	Gaute	F1	P14	Tirol	t	alveo	voiceless	au	preceding vowel duration in ms	220
Grawunder_2014	Austrian German	TM09	Gaude	F1	P14	Tirol	d	alveo	voiced	au	preceding vowel duration in ms	193
Grawunder_2014	German	SF01	Froke	F1	P15	Standard	k	velar	voiceless	o	preceding vowel duration in ms	116
Grawunder_2014	German	SF01	Froge	F1	P15	Standard	g	velar	voiced	o	preceding vowel duration in ms	121
Grawunder_2014	German	SF02	Froke	F1	P15	Standard	k	velar	voiceless	o	preceding vowel duration in ms	89
Grawunder_2014	German	SF02	Froge	F1	P15	Standard	g	velar	voiced	o	preceding vowel duration in ms	97
Grawunder_2014	German	SF03	Froke	M1	P15	Standard	k	velar	voiceless	o	preceding vowel duration in ms	124
Grawunder_2014	German	SF03	Froge	M1	P15	Standard	g	velar	voiced	o	preceding vowel duration in ms	129
Grawunder_2014	German	SF06	Froge	F1	P15	Standard	g	velar	voiced	o	preceding vowel duration in ms	103
Grawunder_2014	German	SF06	Froke	F1	P15	Standard	k	velar	voiceless	o	preceding vowel duration in ms	105
Grawunder_2014	German	SM01	Froge	M1	P15	Standard	g	velar	voiced	o	preceding vowel duration in ms	192
Grawunder_2014	German	SM01	Froke	M1	P15	Standard	k	velar	voiceless	o	preceding vowel duration in ms	176
Grawunder_2014	German	SM02	Froke	M1	P15	Standard	k	velar	voiceless	o	preceding vowel duration in ms	96
Grawunder_2014	German	SM02	Froge	M1	P15	Standard	g	velar	voiced	o	preceding vowel duration in ms	133
Grawunder_2014	German	SM03	Froke	F1	P15	Standard	k	velar	voiceless	o	preceding vowel duration in ms	127
Grawunder_2014	German	SM03	Froge	F1	P15	Standard	g	velar	voiced	o	preceding vowel duration in ms	106
Grawunder_2014	German	SM04	Froge	M1	P15	Standard	g	velar	voiced	o	preceding vowel duration in ms	116
Grawunder_2014	German	SM04	Froke	M1	P15	Standard	k	velar	voiceless	o	preceding vowel duration in ms	79
Grawunder_2014	German	SM10	Froke	F1	P15	Standard	k	velar	voiceless	o	preceding vowel duration in ms	182
Grawunder_2014	German	SM10	Froge	F1	P15	Standard	g	velar	voiced	o	preceding vowel duration in ms	234
Grawunder_2014	Austrian German	TF04	Froge	M1	P15	Tirol	g	velar	voiced	o	preceding vowel duration in ms	129
Grawunder_2014	Austrian German	TF04	Froke	M1	P15	Tirol	k	velar	voiceless	o	preceding vowel duration in ms	117
Grawunder_2014	Austrian German	TF05	Froke	M1	P15	Tirol	k	velar	voiceless	o	preceding vowel duration in ms	160
Grawunder_2014	Austrian German	TF05	Froge	M1	P15	Tirol	g	velar	voiced	o	preceding vowel duration in ms	132
Grawunder_2014	Austrian German	TF08	Froke	M1	P15	Tirol	k	velar	voiceless	o	preceding vowel duration in ms	125
Grawunder_2014	Austrian German	TF08	Froge	M1	P15	Tirol	g	velar	voiced	o	preceding vowel duration in ms	156
Grawunder_2014	Austrian German	TF09	Froke	F1	P15	Tirol	k	velar	voiceless	o	preceding vowel duration in ms	135
