publication	population	subject	target	stimspk	pair	stimtype	stopp	place	voicing	vowel	acoustic_cue	dur
Grawunder_2014	Austrian German	TM09	Jiete	F1	P7	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	230
Grawunder_2014	Austrian German	TM09	Jiede	F1	P7	Tirol	NA	alveo	voiced	i	preceding vowel duration in ms	199
Grawunder_2014	German	SF01	Pruge	M1	P8	Standard	g	velar	voiced	u	preceding vowel duration in ms	91
Grawunder_2014	German	SF01	Pruke	M1	P8	Standard	k	velar	voiceless	u	preceding vowel duration in ms	121
Grawunder_2014	German	SF02	Pruge	M1	P8	Standard	g	velar	voiced	u	preceding vowel duration in ms	119
Grawunder_2014	German	SF02	Pruke	M1	P8	Standard	k	velar	voiceless	u	preceding vowel duration in ms	79
Grawunder_2014	German	SF03	Pruke	F1	P8	Standard	k	velar	voiceless	u	preceding vowel duration in ms	86
Grawunder_2014	German	SF03	Pruge	F1	P8	Standard	g	velar	voiced	u	preceding vowel duration in ms	91
Grawunder_2014	German	SF06	Pruke	M1	P8	Standard	k	velar	voiceless	u	preceding vowel duration in ms	69
Grawunder_2014	German	SF06	Pruge	M1	P8	Standard	g	velar	voiced	u	preceding vowel duration in ms	90
Grawunder_2014	German	SM01	Pruge	F1	P8	Standard	g	velar	voiced	u	preceding vowel duration in ms	188
Grawunder_2014	German	SM01	Pruke	F1	P8	Standard	k	velar	voiceless	u	preceding vowel duration in ms	86
Grawunder_2014	German	SM02	Pruge	F1	P8	Standard	g	velar	voiced	u	preceding vowel duration in ms	110
Grawunder_2014	German	SM02	Pruke	F1	P8	Standard	k	velar	voiceless	u	preceding vowel duration in ms	88
Grawunder_2014	German	SM03	Pruke	M1	P8	Standard	k	velar	voiceless	u	preceding vowel duration in ms	143
Grawunder_2014	German	SM03	Pruge	M1	P8	Standard	g	velar	voiced	u	preceding vowel duration in ms	154
Grawunder_2014	German	SM04	Pruge	F1	P8	Standard	g	velar	voiced	u	preceding vowel duration in ms	74
Grawunder_2014	German	SM04	Pruke	F1	P8	Standard	k	velar	voiceless	u	preceding vowel duration in ms	61
Grawunder_2014	German	SM10	Pruke	M1	P8	Standard	k	velar	voiceless	u	preceding vowel duration in ms	130
Grawunder_2014	German	SM10	Pruge	M1	P8	Standard	g	velar	voiced	u	preceding vowel duration in ms	151
Grawunder_2014	Austrian German	TF04	Pruge	F1	P8	Tirol	g	velar	voiced	u	preceding vowel duration in ms	45
Grawunder_2014	Austrian German	TF04	Pruke	F1	P8	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	82
Grawunder_2014	Austrian German	TF05	Pruge	F1	P8	Tirol	g	velar	voiced	u	preceding vowel duration in ms	60
Grawunder_2014	Austrian German	TF05	Pruke	F1	P8	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	71
Grawunder_2014	Austrian German	TF08	Pruge	F1	P8	Tirol	g	velar	voiced	u	preceding vowel duration in ms	68
Grawunder_2014	Austrian German	TF08	Pruke	F1	P8	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	84
Grawunder_2014	Austrian German	TF09	Pruge	M1	P8	Tirol	g	velar	voiced	u	preceding vowel duration in ms	66
Grawunder_2014	Austrian German	TF09	Pruke	M1	P8	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	96
Grawunder_2014	Austrian German	TM05	Pruge	F1	P8	Tirol	g	velar	voiced	u	preceding vowel duration in ms	81
Grawunder_2014	Austrian German	TM05	Pruke	F1	P8	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	78
Grawunder_2014	Austrian German	TM06	Pruge	F1	P8	Tirol	g	velar	voiced	u	preceding vowel duration in ms	68
Grawunder_2014	Austrian German	TM06	Pruke	F1	P8	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	65
Grawunder_2014	Austrian German	TM07	Pruge	F1	P8	Tirol	g	velar	voiced	u	preceding vowel duration in ms	97
Grawunder_2014	Austrian German	TM07	Pruke	F1	P8	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	72
Grawunder_2014	Austrian German	TM08	Pruke	M1	P8	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	81
Grawunder_2014	Austrian German	TM08	Pruge	M1	P8	Tirol	g	velar	voiced	u	preceding vowel duration in ms	61
Grawunder_2014	Austrian German	TM09	Pruge	M1	P8	Tirol	g	velar	voiced	u	preceding vowel duration in ms	90
Grawunder_2014	Austrian German	TM09	Pruke	M1	P8	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	80
Grawunder_2014	German	SF01	Stauge	M1	P9	Standard	g	velar	voiced	au	preceding vowel duration in ms	163
Grawunder_2014	German	SF01	Stauke	M1	P9	Standard	k	velar	voiceless	au	preceding vowel duration in ms	173
Grawunder_2014	German	SF02	Stauke	M1	P9	Standard	k	velar	voiceless	au	preceding vowel duration in ms	151
Grawunder_2014	German	SF02	Stauge	M1	P9	Standard	g	velar	voiced	au	preceding vowel duration in ms	168
Grawunder_2014	German	SF03	Stauke	F1	P9	Standard	k	velar	voiceless	au	preceding vowel duration in ms	136
Grawunder_2014	German	SF03	Stauge	F1	P9	Standard	g	velar	voiced	au	preceding vowel duration in ms	169
Grawunder_2014	German	SF06	Stauge	M1	P9	Standard	g	velar	voiced	au	preceding vowel duration in ms	124
Grawunder_2014	German	SF06	Stauke	M1	P9	Standard	k	velar	voiceless	au	preceding vowel duration in ms	121
Grawunder_2014	German	SM01	Stauge	F1	P9	Standard	g	velar	voiced	au	preceding vowel duration in ms	196
Grawunder_2014	German	SM01	Stauke	F1	P9	Standard	k	velar	voiceless	au	preceding vowel duration in ms	180
Grawunder_2014	German	SM02	Stauke	F1	P9	Standard	k	velar	voiceless	au	preceding vowel duration in ms	142
Grawunder_2014	German	SM02	Stauge	F1	P9	Standard	g	velar	voiced	au	preceding vowel duration in ms	161
Grawunder_2014	German	SM03	Stauge	M1	P9	Standard	g	velar	voiced	au	preceding vowel duration in ms	202
Grawunder_2014	German	SM03	Stauke	M1	P9	Standard	k	velar	voiceless	au	preceding vowel duration in ms	156
Grawunder_2014	German	SM04	Stauge	F1	P9	Standard	g	velar	voiced	au	preceding vowel duration in ms	134
Grawunder_2014	German	SM04	Stauke	F1	P9	Standard	k	velar	voiceless	au	preceding vowel duration in ms	113
Grawunder_2014	German	SM10	Stauge	M1	P9	Standard	g	velar	voiced	au	preceding vowel duration in ms	186
Grawunder_2014	German	SM10	Stauke	M1	P9	Standard	k	velar	voiceless	au	preceding vowel duration in ms	190
Grawunder_2014	Austrian German	TF04	Stauge	F1	P9	Tirol	g	velar	voiced	au	preceding vowel duration in ms	179
Grawunder_2014	Austrian German	TF04	Stauke	F1	P9	Tirol	k	velar	voiceless	au	preceding vowel duration in ms	178
Grawunder_2014	Austrian German	TF05	Stauke	F1	P9	Tirol	k	velar	voiceless	au	preceding vowel duration in ms	137
Grawunder_2014	Austrian German	TF05	Stauge	F1	P9	Tirol	g	velar	voiced	au	preceding vowel duration in ms	159
Grawunder_2014	Austrian German	TF08	Stauge	F1	P9	Tirol	g	velar	voiced	au	preceding vowel duration in ms	171
Grawunder_2014	Austrian German	TF08	Stauke	F1	P9	Tirol	k	velar	voiceless	au	preceding vowel duration in ms	148
Grawunder_2014	Austrian German	TF09	Stauge	M1	P9	Tirol	g	velar	voiced	au	preceding vowel duration in ms	186
Grawunder_2014	Austrian German	TF09	Stauke	M1	P9	Tirol	k	velar	voiceless	au	preceding vowel duration in ms	135
Grawunder_2014	Austrian German	TM05	Stauge	F1	P9	Tirol	g	velar	voiced	au	preceding vowel duration in ms	214
Grawunder_2014	Austrian German	TM05	Stauke	F1	P9	Tirol	k	velar	voiceless	au	preceding vowel duration in ms	161
Grawunder_2014	Austrian German	TM06	Stauke	F1	P9	Tirol	k	velar	voiceless	au	preceding vowel duration in ms	101
Grawunder_2014	Austrian German	TM06	Stauge	F1	P9	Tirol	g	velar	voiced	au	preceding vowel duration in ms	128
Grawunder_2014	Austrian German	TM07	Stauke	F1	P9	Tirol	k	velar	voiceless	au	preceding vowel duration in ms	142
Grawunder_2014	Austrian German	TM07	Stauge	F1	P9	Tirol	g	velar	voiced	au	preceding vowel duration in ms	184
Grawunder_2014	Austrian German	TM08	Stauge	M1	P9	Tirol	g	velar	voiced	au	preceding vowel duration in ms	139
Grawunder_2014	Austrian German	TM08	Stauke	M1	P9	Tirol	k	velar	voiceless	au	preceding vowel duration in ms	163
Grawunder_2014	Austrian German	TM09	Stauke	M1	P9	Tirol	k	velar	voiceless	au	preceding vowel duration in ms	165
Grawunder_2014	Austrian German	TM09	Stauge	M1	P9	Tirol	g	velar	voiced	au	preceding vowel duration in ms	109
