publication	class	subject	voicing	pair	vowel_duration	target	acoustic_cue	dur
Baer_Henney_unpublished	tut5	PaMe	voiceless	alveolar_a	0.238649168	alveolar a	preceding vowel duration in ms	238.6491683
Baer_Henney_unpublished	tut4	SvBo	voiceless	alveolar_a	0.234640524	alveolar a	preceding vowel duration in ms	234.6405235
Baer_Henney_unpublished	tut4	SvBo	voiceless	alveolar_a	0.154245619	alveolar a	preceding vowel duration in ms	154.245619
Baer_Henney_unpublished	tut3	MaKo	voiced	alveolar_a	0.211806622	alveolar a	preceding vowel duration in ms	211.8066217
Baer_Henney_unpublished	tut7	AnHu	voiced	alveolar_a	0.164582979	alveolar a	preceding vowel duration in ms	164.5829787
Baer_Henney_unpublished	tut7	BeNi	voiced	alveolar_a	0.112206762	alveolar a	preceding vowel duration in ms	112.2067617
Baer_Henney_unpublished	tut7	BeNi	voiced	alveolar_a	0.112206762	alveolar a	preceding vowel duration in ms	112.2067617
Baer_Henney_unpublished	tut1	CaMu	voiced	alveolar_a	0.202883031	alveolar a	preceding vowel duration in ms	202.8830313
Baer_Henney_unpublished	tut9	EdGr	voiced	alveolar_a	0.118078154	alveolar a	preceding vowel duration in ms	118.0781539
Baer_Henney_unpublished	tut7	FrSc	voiced	alveolar_a	0.287877996	alveolar a	preceding vowel duration in ms	287.8779963
Baer_Henney_unpublished	tut1	HaSa	voiced	alveolar_a	0.116098884	alveolar a	preceding vowel duration in ms	116.0988835
Baer_Henney_unpublished	tut8	JeHa	voiced	alveolar_a	0.138387386	alveolar a	preceding vowel duration in ms	138.3873856
Baer_Henney_unpublished	tut7	JuSo	voiced	alveolar_a	0.155811768	alveolar a	preceding vowel duration in ms	155.8117677
Baer_Henney_unpublished	tut1	KaTh	voiced	alveolar_a	0.190202842	alveolar a	preceding vowel duration in ms	190.2028418
Baer_Henney_unpublished	tut6	MaHo	voiced	alveolar_a	0.12984314	alveolar a	preceding vowel duration in ms	129.8431398
Baer_Henney_unpublished	tut7	MaMe	voiced	alveolar_a	0.237047865	alveolar a	preceding vowel duration in ms	237.0478648
Baer_Henney_unpublished	tut7	MaRe	voiced	alveolar_a	0.19476471	alveolar a	preceding vowel duration in ms	194.7647096
Baer_Henney_unpublished	tut9	MaRo	voiced	alveolar_a	0.151728	alveolar a	preceding vowel duration in ms	151.7279998
Baer_Henney_unpublished	tut7	MiMi	voiced	alveolar_a	0.251907586	alveolar a	preceding vowel duration in ms	251.9075857
Baer_Henney_unpublished	tut6	MlHa	voiced	alveolar_a	0.212099733	alveolar a	preceding vowel duration in ms	212.0997325
Baer_Henney_unpublished	tut7	SaBa	voiced	alveolar_a	0.217639532	alveolar a	preceding vowel duration in ms	217.6395321
Baer_Henney_unpublished	tut8	SoBe	voiced	alveolar_a	0.185026474	alveolar a	preceding vowel duration in ms	185.0264741
Baer_Henney_unpublished	tut9	VaHu	voiced	alveolar_a	0.110285233	alveolar a	preceding vowel duration in ms	110.285233
Baer_Henney_unpublished	tut7	VaMa	voiced	alveolar_a	0.097806917	alveolar a	preceding vowel duration in ms	97.8069172
Baer_Henney_unpublished	tut7	VaSc	voiced	alveolar_a	0.114619221	alveolar a	preceding vowel duration in ms	114.6192211
Baer_Henney_unpublished	tut7	YuVo	voiced	alveolar_a	0.1762522	alveolar a	preceding vowel duration in ms	176.2521996
Baer_Henney_unpublished	tut1	ImNi	voiced	alveolar_a	0.16314134	alveolar a	preceding vowel duration in ms	163.1413397
Baer_Henney_unpublished	tut8	NiBi	voiced	alveolar_a	0.165569368	alveolar a	preceding vowel duration in ms	165.5693676
Baer_Henney_unpublished	tut7	PiSt	voiced	alveolar_a	0.157941161	alveolar a	preceding vowel duration in ms	157.9411611
Baer_Henney_unpublished	tut1	SaBe	voiced	alveolar_a	0.144295175	alveolar a	preceding vowel duration in ms	144.295175
Baer_Henney_unpublished	tut8	ViCo	voiced	alveolar_a	0.146408262	alveolar a	preceding vowel duration in ms	146.4082621
Baer_Henney_unpublished	tut8	ViGr	voiced	alveolar_a	0.207043001	alveolar a	preceding vowel duration in ms	207.0430006
Baer_Henney_unpublished	tut1	LeVe	voiced	alveolar_a	0.171486854	alveolar a	preceding vowel duration in ms	171.4868537
Baer_Henney_unpublished	tut9	AnKu	voiced	alveolar_a	0.101441126	alveolar a	preceding vowel duration in ms	101.4411261
Baer_Henney_unpublished	tut9	DaHe	voiced	alveolar_a	0.075471324	alveolar a	preceding vowel duration in ms	75.4713238
Baer_Henney_unpublished	tut4	CoLa	voiced	alveolar_a	0.102223502	alveolar a	preceding vowel duration in ms	102.2235022
Baer_Henney_unpublished	tut4	HaAl	voiced	alveolar_a	0.152352278	alveolar a	preceding vowel duration in ms	152.3522777
Baer_Henney_unpublished	tut4	MaKu	voiced	alveolar_a	0.185901353	alveolar a	preceding vowel duration in ms	185.9013525
Baer_Henney_unpublished	tut3	JuEh	voiced	alveolar_a	0.195662373	alveolar a	preceding vowel duration in ms	195.6623732
Baer_Henney_unpublished	tut3	LaKu	voiced	alveolar_a	0.355045305	alveolar a	preceding vowel duration in ms	355.0453048
Baer_Henney_unpublished	tut3	LaKu	voiced	alveolar_a	0.355045305	alveolar a	preceding vowel duration in ms	355.0453048
Baer_Henney_unpublished	tut6	AnHo	voiced	alveolar_a	0.324607849	alveolar a	preceding vowel duration in ms	324.6078494
Baer_Henney_unpublished	tut7	AnHu	voiced	alveolar_a	0.135702152	alveolar a	preceding vowel duration in ms	135.7021519
Baer_Henney_unpublished	tut7	BeNi	voiced	alveolar_a	0.35064613	alveolar a	preceding vowel duration in ms	350.6461304
Baer_Henney_unpublished	tut7	BeNi	voiced	alveolar_a	0.35064613	alveolar a	preceding vowel duration in ms	350.6461304
Baer_Henney_unpublished	tut2	DaAr	voiced	alveolar_a	0.184026661	alveolar a	preceding vowel duration in ms	184.0266606
Baer_Henney_unpublished	tut10	DiTu	voiced	alveolar_a	0.157059852	alveolar a	preceding vowel duration in ms	157.0598518
Baer_Henney_unpublished	tut7	FrSc	voiced	alveolar_a	0.321872903	alveolar a	preceding vowel duration in ms	321.8729031
Baer_Henney_unpublished	tut2	JeMe	voiced	alveolar_a	0.175778289	alveolar a	preceding vowel duration in ms	175.7782889
Baer_Henney_unpublished	tut10	JoTh	voiced	alveolar_a	0.142760175	alveolar a	preceding vowel duration in ms	142.7601754
Baer_Henney_unpublished	tut2	MaGe	voiced	alveolar_a	0.166215355	alveolar a	preceding vowel duration in ms	166.2153552
Baer_Henney_unpublished	tut7	MaMe	voiced	alveolar_a	0.208706935	alveolar a	preceding vowel duration in ms	208.7069354
Baer_Henney_unpublished	tut7	MaRe	voiced	alveolar_a	0.178534317	alveolar a	preceding vowel duration in ms	178.5343172
Baer_Henney_unpublished	tut2	MaSc	voiced	alveolar_a	0.092914316	alveolar a	preceding vowel duration in ms	92.9143162
Baer_Henney_unpublished	tut7	MiMi	voiced	alveolar_a	0.152934426	alveolar a	preceding vowel duration in ms	152.9344255
Baer_Henney_unpublished	tut2	MiPa	voiced	alveolar_a	0.137146816	alveolar a	preceding vowel duration in ms	137.1468164
Baer_Henney_unpublished	tut2	MoSc	voiced	alveolar_a	0.230403567	alveolar a	preceding vowel duration in ms	230.4035668
Baer_Henney_unpublished	tut10	PhLu	voiced	alveolar_a	0.126707809	alveolar a	preceding vowel duration in ms	126.7078087
Baer_Henney_unpublished	tut7	SaBa	voiced	alveolar_a	0.201972661	alveolar a	preceding vowel duration in ms	201.9726611
Baer_Henney_unpublished	tut2	SeUc	voiced	alveolar_a	0.140489288	alveolar a	preceding vowel duration in ms	140.4892878
Baer_Henney_unpublished	tut2	SiCa	voiced	alveolar_a	0.183085272	alveolar a	preceding vowel duration in ms	183.085272
Baer_Henney_unpublished	tut7	TcQu	voiced	alveolar_a	0.157238011	alveolar a	preceding vowel duration in ms	157.2380114
Baer_Henney_unpublished	tut7	VaMa	voiced	alveolar_a	0.103995631	alveolar a	preceding vowel duration in ms	103.9956306
Baer_Henney_unpublished	tut7	VaSc	voiced	alveolar_a	0.120210403	alveolar a	preceding vowel duration in ms	120.2104027
Baer_Henney_unpublished	tut7	YuVo	voiced	alveolar_a	0.229804136	alveolar a	preceding vowel duration in ms	229.8041358
Baer_Henney_unpublished	tut10	ClGo	voiced	alveolar_a	0.140489288	alveolar a	preceding vowel duration in ms	140.4892878
Baer_Henney_unpublished	tut7	AnHu	voiced	alveolar_a	0.145652635	alveolar a	preceding vowel duration in ms	145.6526349
Baer_Henney_unpublished	tut7	BeNi	voiced	alveolar_a	0.210387678	alveolar a	preceding vowel duration in ms	210.3876782
Baer_Henney_unpublished	tut7	BeNi	voiced	alveolar_a	0.210387678	alveolar a	preceding vowel duration in ms	210.3876782
Baer_Henney_unpublished	tut2	DaAr	voiced	alveolar_a	0.211210119	alveolar a	preceding vowel duration in ms	211.2101185
Baer_Henney_unpublished	tut7	FrSc	voiced	alveolar_a	0.331477732	alveolar a	preceding vowel duration in ms	331.4777322
Baer_Henney_unpublished	tut2	JeMe	voiced	alveolar_a	0.18627419	alveolar a	preceding vowel duration in ms	186.2741904
Baer_Henney_unpublished	tut7	JuSo	voiced	alveolar_a	0.155811768	alveolar a	preceding vowel duration in ms	155.8117677
Baer_Henney_unpublished	tut2	MaGe	voiced	alveolar_a	0.172623752	alveolar a	preceding vowel duration in ms	172.6237517
Baer_Henney_unpublished	tut7	MaMe	voiced	alveolar_a	0.616001934	alveolar a	preceding vowel duration in ms	616.0019343
Baer_Henney_unpublished	tut7	MaRe	voiced	alveolar_a	0.142827454	alveolar a	preceding vowel duration in ms	142.8274537
Baer_Henney_unpublished	tut2	MaSc	voiced	alveolar_a	0.282024591	alveolar a	preceding vowel duration in ms	282.0245909
Baer_Henney_unpublished	tut7	MiMi	voiced	alveolar_a	0.240211343	alveolar a	preceding vowel duration in ms	240.2113431
Baer_Henney_unpublished	tut2	MiPa	voiced	alveolar_a	0.146885052	alveolar a	preceding vowel duration in ms	146.8850518
Baer_Henney_unpublished	tut2	MoSc	voiced	alveolar_a	0.298310133	alveolar a	preceding vowel duration in ms	298.3101327
Baer_Henney_unpublished	tut7	SaBa	voiced	alveolar_a	0.288571365	alveolar a	preceding vowel duration in ms	288.5713654
Baer_Henney_unpublished	tut2	SeUc	voiced	alveolar_a	0.153660159	alveolar a	preceding vowel duration in ms	153.6601585
Baer_Henney_unpublished	tut2	SiCa	voiced	alveolar_a	0.219987282	alveolar a	preceding vowel duration in ms	219.9872819
Baer_Henney_unpublished	tut7	VaMa	voiced	alveolar_a	0.138625624	alveolar a	preceding vowel duration in ms	138.6256238
Baer_Henney_unpublished	tut7	VaSc	voiced	alveolar_a	0.114750976	alveolar a	preceding vowel duration in ms	114.7509762
Baer_Henney_unpublished	tut7	YuVo	voiced	alveolar_a	0.181148094	alveolar a	preceding vowel duration in ms	181.1480941
Baer_Henney_unpublished	tut7	Beck	voiced	alveolar_a	0.134450878	alveolar a	preceding vowel duration in ms	134.4508777
Baer_Henney_unpublished	tut1	KaTh	voiced	alveolar_a	0.215563221	alveolar a	preceding vowel duration in ms	215.5632208
Baer_Henney_unpublished	tut3	AnRu	voiced	alveolar_a	0.125854093	alveolar a	preceding vowel duration in ms	125.8540931
Baer_Henney_unpublished	tut1	HaSa	voiced	alveolar_a	0.120012329	alveolar a	preceding vowel duration in ms	120.0123291
Baer_Henney_unpublished	tut3	JeJe	voiced	alveolar_a	0.101441516	alveolar a	preceding vowel duration in ms	101.4415157
Baer_Henney_unpublished	tut3	LiRi	voiced	alveolar_a	0.142827454	alveolar a	preceding vowel duration in ms	142.8274537
Baer_Henney_unpublished	tut3	MaKo	voiced	alveolar_a	0.233717652	alveolar a	preceding vowel duration in ms	233.7176516
Baer_Henney_unpublished	tut3	MeDo	voiced	alveolar_a	0.126801895	alveolar a	preceding vowel duration in ms	126.8018946
Baer_Henney_unpublished	tut3	KiSt	voiced	alveolar_a	0.306143585	alveolar a	preceding vowel duration in ms	306.1435851
Baer_Henney_unpublished	tut3	LaKu	voiced	alveolar_a	0.355045305	alveolar a	preceding vowel duration in ms	355.0453048
Baer_Henney_unpublished	tut3	AnRu	voiced	alveolar_a	0.12853184	alveolar a	preceding vowel duration in ms	128.5318398
Baer_Henney_unpublished	tut1	HaSa	voiced	alveolar_a	0.112185438	alveolar a	preceding vowel duration in ms	112.185438
Baer_Henney_unpublished	tut9	KaKe	voiced	alveolar_a	0.24755641	alveolar a	preceding vowel duration in ms	247.5564096
Baer_Henney_unpublished	tut3	LiRi	voiced	alveolar_a	0.149319611	alveolar a	preceding vowel duration in ms	149.3196107
Baer_Henney_unpublished	tut3	MeDo	voiced	alveolar_a	0.085591279	alveolar a	preceding vowel duration in ms	85.5912788
Baer_Henney_unpublished	tut3	KiSt	voiced	alveolar_a	0.262077463	alveolar a	preceding vowel duration in ms	262.077463
Baer_Henney_unpublished	tut3	LaKu	voiced	alveolar_a	0.355045305	alveolar a	preceding vowel duration in ms	355.0453048
Baer_Henney_unpublished	tut1	HaSa	voiced	alveolar_a	0.128491461	alveolar a	preceding vowel duration in ms	128.491461
Baer_Henney_unpublished	tut9	KaKe	voiced	alveolar_a	0.114083373	alveolar a	preceding vowel duration in ms	114.0833728
Baer_Henney_unpublished	tut4	CoLa	voiced	alveolar_a	0.141540234	alveolar a	preceding vowel duration in ms	141.5402338
Baer_Henney_unpublished	tut4	HaAl	voiced	alveolar_a	0.183896582	alveolar a	preceding vowel duration in ms	183.8965819
Baer_Henney_unpublished	tut4	KaRe	voiced	alveolar_a	0.162438386	alveolar a	preceding vowel duration in ms	162.4383857
Baer_Henney_unpublished	tut4	MaKu	voiced	alveolar_a	0.145153971	alveolar a	preceding vowel duration in ms	145.1539712
Baer_Henney_unpublished	tut4	StKa	voiced	alveolar_a	0.192349591	alveolar a	preceding vowel duration in ms	192.3495913
Baer_Henney_unpublished	tut4	CoLa	voiced	alveolar_a	0.192651985	alveolar a	preceding vowel duration in ms	192.6519849
Baer_Henney_unpublished	tut4	HaAl	voiced	alveolar_a	0.152352772	alveolar a	preceding vowel duration in ms	152.3527722
Baer_Henney_unpublished	tut4	KaGr	voiced	alveolar_a	0.212393173	alveolar a	preceding vowel duration in ms	212.3931734
Baer_Henney_unpublished	tut4	KaRe	voiced	alveolar_a	0.130710617	alveolar a	preceding vowel duration in ms	130.7106174
Baer_Henney_unpublished	tut4	MaKu	voiced	alveolar_a	0.13280628	alveolar a	preceding vowel duration in ms	132.8062799
Baer_Henney_unpublished	tut4	StKa	voiced	alveolar_a	0.200306992	alveolar a	preceding vowel duration in ms	200.3069923
Baer_Henney_unpublished	tut4	SvBo	voiced	alveolar_a	0.284185207	alveolar a	preceding vowel duration in ms	284.185207
Baer_Henney_unpublished	tut3	JeJe	voiced	alveolar_a	0.069741042	alveolar a	preceding vowel duration in ms	69.741042
Baer_Henney_unpublished	tut6	AnHo	voiceless	alveolar_a	0.305131378	alveolar a	preceding vowel duration in ms	305.1313784
Baer_Henney_unpublished	tut7	AnHu	voiceless	alveolar_a	0.146185351	alveolar a	preceding vowel duration in ms	146.185351
Baer_Henney_unpublished	tut7	Beck	voiceless	alveolar_a	0.291490221	alveolar a	preceding vowel duration in ms	291.4902206
Baer_Henney_unpublished	tut1	CaMu	voiceless	alveolar_a	0.198920472	alveolar a	preceding vowel duration in ms	198.9204721
Baer_Henney_unpublished	tut9	EdGr	voiceless	alveolar_a	0.109395937	alveolar a	preceding vowel duration in ms	109.3959367
Baer_Henney_unpublished	tut7	FrSc	voiceless	alveolar_a	0.300943344	alveolar a	preceding vowel duration in ms	300.9433437
Baer_Henney_unpublished	tut8	JeHa	voiceless	alveolar_a	0.191465355	alveolar a	preceding vowel duration in ms	191.4653552
Baer_Henney_unpublished	tut7	JuSo	voiceless	alveolar_a	0.202013245	alveolar a	preceding vowel duration in ms	202.013245
Baer_Henney_unpublished	tut1	KaTh	voiceless	alveolar_a	0.133141989	alveolar a	preceding vowel duration in ms	133.1419893
Baer_Henney_unpublished	tut6	MaHo	voiceless	alveolar_a	0.145262013	alveolar a	preceding vowel duration in ms	145.2620126
Baer_Henney_unpublished	tut7	MaMe	voiceless	alveolar_a	0.08589725	alveolar a	preceding vowel duration in ms	85.8972501
Baer_Henney_unpublished	tut9	MaRo	voiceless	alveolar_a	0.206368742	alveolar a	preceding vowel duration in ms	206.3687415
Baer_Henney_unpublished	tut7	MiMi	voiceless	alveolar_a	0.162895223	alveolar a	preceding vowel duration in ms	162.8952227
Baer_Henney_unpublished	tut6	MlHa	voiceless	alveolar_a	0.182641436	alveolar a	preceding vowel duration in ms	182.6414364
Baer_Henney_unpublished	tut8	PaNu	voiceless	alveolar_a	0.188042099	alveolar a	preceding vowel duration in ms	188.0420991
Baer_Henney_unpublished	tut7	SaBa	voiceless	alveolar_a	0.175152142	alveolar a	preceding vowel duration in ms	175.1521417
Baer_Henney_unpublished	tut8	SoBe	voiceless	alveolar_a	0.227225405	alveolar a	preceding vowel duration in ms	227.225405
Baer_Henney_unpublished	tut7	TcQu	voiceless	alveolar_a	0.165031492	alveolar a	preceding vowel duration in ms	165.0314916
Baer_Henney_unpublished	tut9	VaHu	voiceless	alveolar_a	0.093222495	alveolar a	preceding vowel duration in ms	93.2224949
Baer_Henney_unpublished	tut7	VaMa	voiceless	alveolar_a	0.110155939	alveolar a	preceding vowel duration in ms	110.155939
Baer_Henney_unpublished	tut7	VaSc	voiceless	alveolar_a	0.131392766	alveolar a	preceding vowel duration in ms	131.3927657
Baer_Henney_unpublished	tut9	ViBe	voiceless	alveolar_a	0.155044209	alveolar a	preceding vowel duration in ms	155.0442094
Baer_Henney_unpublished	tut7	YuVo	voiceless	alveolar_a	0.137882482	alveolar a	preceding vowel duration in ms	137.8824815
Baer_Henney_unpublished	tut9	AnKu	voiceless	alveolar_a	0.171181815	alveolar a	preceding vowel duration in ms	171.1818153
Baer_Henney_unpublished	tut9	DaHe	voiceless	alveolar_a	0.118481863	alveolar a	preceding vowel duration in ms	118.4818632
Baer_Henney_unpublished	tut5	ClFi	voiceless	alveolar_a	0.235003084	alveolar a	preceding vowel duration in ms	235.0030844
Baer_Henney_unpublished	tut4	CoLa	voiceless	alveolar_a	0.142523152	alveolar a	preceding vowel duration in ms	142.5231521
Baer_Henney_unpublished	tut5	DaDr	voiceless	alveolar_a	0.091963053	alveolar a	preceding vowel duration in ms	91.9630534
Baer_Henney_unpublished	tut5	IsRa	voiceless	alveolar_a	0.219827871	alveolar a	preceding vowel duration in ms	219.8278706
Baer_Henney_unpublished	tut5	JeSc	voiceless	alveolar_a	0.190574831	alveolar a	preceding vowel duration in ms	190.5748311
Baer_Henney_unpublished	tut4	KaGr	voiceless	alveolar_a	0.147407202	alveolar a	preceding vowel duration in ms	147.4072024
Baer_Henney_unpublished	tut4	KaRe	voiceless	alveolar_a	0.121358762	alveolar a	preceding vowel duration in ms	121.358762
Baer_Henney_unpublished	tut4	MaKu	voiceless	alveolar_a	0.11442194	alveolar a	preceding vowel duration in ms	114.4219395
Baer_Henney_unpublished	tut4	StKa	voiceless	alveolar_a	0.189880053	alveolar a	preceding vowel duration in ms	189.880053
Baer_Henney_unpublished	tut2	SeUc	voiceless	alveolar_a	0.105366966	alveolar a	preceding vowel duration in ms	105.3669658
Baer_Henney_unpublished	tut3	LaKu	voiceless	alveolar_a	0.355045305	alveolar a	preceding vowel duration in ms	355.0453048
Baer_Henney_unpublished	tut6	AnHo	voiceless	alveolar_a	0.311623535	alveolar a	preceding vowel duration in ms	311.6235354
Baer_Henney_unpublished	tut3	LaKu	voiceless	alveolar_a	0.405766063	alveolar a	preceding vowel duration in ms	405.7660626
Baer_Henney_unpublished	tut7	AnHu	voiceless	alveolar_a	0.12595923	alveolar a	preceding vowel duration in ms	125.9592296
Baer_Henney_unpublished	tut7	BeNi	voiceless	alveolar_a	0.308568595	alveolar a	preceding vowel duration in ms	308.5685948
Baer_Henney_unpublished	tut7	BeNi	voiceless	alveolar_a	0.308568595	alveolar a	preceding vowel duration in ms	308.5685948
Baer_Henney_unpublished	tut2	DaAr	voiceless	alveolar_a	0.183550246	alveolar a	preceding vowel duration in ms	183.5502461
Baer_Henney_unpublished	tut10	DiTu	voiceless	alveolar_a	0.198851887	alveolar a	preceding vowel duration in ms	198.8518868
Baer_Henney_unpublished	tut7	FrSc	voiceless	alveolar_a	0.319673778	alveolar a	preceding vowel duration in ms	319.6737775
Baer_Henney_unpublished	tut2	JeMe	voiceless	alveolar_a	0.179033018	alveolar a	preceding vowel duration in ms	179.0330177
Baer_Henney_unpublished	tut10	JoTh	voiceless	alveolar_a	0.112851393	alveolar a	preceding vowel duration in ms	112.8513927
Baer_Henney_unpublished	tut7	JuSo	voiceless	alveolar_a	0.181780396	alveolar a	preceding vowel duration in ms	181.7803957
Baer_Henney_unpublished	tut2	MaGe	voiceless	alveolar_a	0.14816147	alveolar a	preceding vowel duration in ms	148.1614702
Baer_Henney_unpublished	tut7	MaMe	voiceless	alveolar_a	0.193755433	alveolar a	preceding vowel duration in ms	193.7554327
Baer_Henney_unpublished	tut7	MaRe	voiceless	alveolar_a	0.249948044	alveolar a	preceding vowel duration in ms	249.948044
Baer_Henney_unpublished	tut2	MaSc	voiceless	alveolar_a	0.294166366	alveolar a	preceding vowel duration in ms	294.1663662
Baer_Henney_unpublished	tut7	MiMi	voiceless	alveolar_a	0.168665533	alveolar a	preceding vowel duration in ms	168.6655331
Baer_Henney_unpublished	tut2	MiPa	voiceless	alveolar_a	0.125785542	alveolar a	preceding vowel duration in ms	125.7855416
Baer_Henney_unpublished	tut2	MoSc	voiceless	alveolar_a	0.200357552	alveolar a	preceding vowel duration in ms	200.3575518
Baer_Henney_unpublished	tut10	PhLu	voiceless	alveolar_a	0.090029459	alveolar a	preceding vowel duration in ms	90.0294586
Baer_Henney_unpublished	tut2	RoBe	voiceless	alveolar_a	0.165939451	alveolar a	preceding vowel duration in ms	165.9394513
Baer_Henney_unpublished	tut2	RoBe	voiceless	alveolar_a	0.165939451	alveolar a	preceding vowel duration in ms	165.9394513
Baer_Henney_unpublished	tut7	SaBa	voiceless	alveolar_a	0.176850376	alveolar a	preceding vowel duration in ms	176.8503758
Baer_Henney_unpublished	tut2	SeUc	voiceless	alveolar_a	0.147074723	alveolar a	preceding vowel duration in ms	147.0747231
Baer_Henney_unpublished	tut2	SiCa	voiceless	alveolar_a	0.17452805	alveolar a	preceding vowel duration in ms	174.5280495
Baer_Henney_unpublished	tut7	TcQu	voiceless	alveolar_a	0.114557794	alveolar a	preceding vowel duration in ms	114.5577942
Baer_Henney_unpublished	tut7	VaMa	voiceless	alveolar_a	0.097256432	alveolar a	preceding vowel duration in ms	97.2564317
Baer_Henney_unpublished	tut7	VaSc	voiceless	alveolar_a	0.139779538	alveolar a	preceding vowel duration in ms	139.779538
Baer_Henney_unpublished	tut7	YuVo	voiceless	alveolar_a	0.225335722	alveolar a	preceding vowel duration in ms	225.3357221
Baer_Henney_unpublished	tut10	ClGo	voiceless	alveolar_a	0.123629288	alveolar a	preceding vowel duration in ms	123.6292875
Baer_Henney_unpublished	tut7	AnHu	voiceless	alveolar_a	0.112358779	alveolar a	preceding vowel duration in ms	112.3587791
Baer_Henney_unpublished	tut7	Beck	voiceless	alveolar_a	0.21357109	alveolar a	preceding vowel duration in ms	213.5710904
Baer_Henney_unpublished	tut2	DaAr	voiceless	alveolar_a	0.176651685	alveolar a	preceding vowel duration in ms	176.6516853
Baer_Henney_unpublished	tut2	JeMe	voiceless	alveolar_a	0.217692647	alveolar a	preceding vowel duration in ms	217.6926468
Baer_Henney_unpublished	tut7	JuSo	voiceless	alveolar_a	0.259731315	alveolar a	preceding vowel duration in ms	259.731315
Baer_Henney_unpublished	tut7	MaMe	voiceless	alveolar_a	0.102314783	alveolar a	preceding vowel duration in ms	102.3147832
Baer_Henney_unpublished	tut7	MaRe	voiceless	alveolar_a	0.189387417	alveolar a	preceding vowel duration in ms	189.3874172
Baer_Henney_unpublished	tut2	MaSc	voiceless	alveolar_a	0.203380508	alveolar a	preceding vowel duration in ms	203.3805075
Baer_Henney_unpublished	tut7	MiMi	voiceless	alveolar_a	0.16487418	alveolar a	preceding vowel duration in ms	164.8741798
Baer_Henney_unpublished	tut2	MiPa	voiceless	alveolar_a	0.126597061	alveolar a	preceding vowel duration in ms	126.5970613
Baer_Henney_unpublished	tut2	MoSc	voiceless	alveolar_a	0.204809942	alveolar a	preceding vowel duration in ms	204.8099418
Baer_Henney_unpublished	tut2	RoBe	voiceless	alveolar_a	0.162332072	alveolar a	preceding vowel duration in ms	162.3320719
Baer_Henney_unpublished	tut7	SaBa	voiceless	alveolar_a	0.28115643	alveolar a	preceding vowel duration in ms	281.1564299
Baer_Henney_unpublished	tut2	SeUc	voiceless	alveolar_a	0.162440739	alveolar a	preceding vowel duration in ms	162.440739
Baer_Henney_unpublished	tut2	SiCa	voiceless	alveolar_a	0.19852524	alveolar a	preceding vowel duration in ms	198.5252396
Baer_Henney_unpublished	tut7	TcQu	voiceless	alveolar_a	0.077544918	alveolar a	preceding vowel duration in ms	77.5449177
Baer_Henney_unpublished	tut7	VaSc	voiceless	alveolar_a	0.123005993	alveolar a	preceding vowel duration in ms	123.0059934
Baer_Henney_unpublished	tut7	YuVo	voiceless	alveolar_a	0.109795309	alveolar a	preceding vowel duration in ms	109.7953093
Baer_Henney_unpublished	tut1	CaMu	voiceless	alveolar_a	0.206053079	alveolar a	preceding vowel duration in ms	206.0530787
Baer_Henney_unpublished	tut1	HaSa	voiceless	alveolar_a	0.138275075	alveolar a	preceding vowel duration in ms	138.2750748
Baer_Henney_unpublished	tut1	KaTh	voiceless	alveolar_a	0.183862747	alveolar a	preceding vowel duration in ms	183.8627471
Baer_Henney_unpublished	tut3	AnRu	voiceless	alveolar_a	0.082474597	alveolar a	preceding vowel duration in ms	82.4745972
Baer_Henney_unpublished	tut7	Beck	voiceless	alveolar_a	0.209474139	alveolar a	preceding vowel duration in ms	209.4741391
Baer_Henney_unpublished	tut3	LiRi	voiceless	alveolar_a	0.168796082	alveolar a	preceding vowel duration in ms	168.7960817
Baer_Henney_unpublished	tut3	MaKo	voiceless	alveolar_a	0.142421694	alveolar a	preceding vowel duration in ms	142.4216939
Baer_Henney_unpublished	tut3	MeDo	voiceless	alveolar_a	0.016642749	alveolar a	preceding vowel duration in ms	16.6427487
Baer_Henney_unpublished	tut3	KiSt	voiceless	alveolar_a	0.231926958	alveolar a	preceding vowel duration in ms	231.9269584
Baer_Henney_unpublished	tut3	LaKu	voiceless	alveolar_a	0.405766063	alveolar a	preceding vowel duration in ms	405.7660626
Baer_Henney_unpublished	tut3	AnRu	voiceless	alveolar_a	0.124424359	alveolar a	preceding vowel duration in ms	124.424359
Baer_Henney_unpublished	tut3	LiRi	voiceless	alveolar_a	0.155811768	alveolar a	preceding vowel duration in ms	155.8117677
Baer_Henney_unpublished	tut3	MaKo	voiceless	alveolar_a	0.189895592	alveolar a	preceding vowel duration in ms	189.8955919
Baer_Henney_unpublished	tut3	MeDo	voiceless	alveolar_a	0.110951658	alveolar a	preceding vowel duration in ms	110.9516577
Baer_Henney_unpublished	tut2	RoBe	voiceless	alveolar_a	0.137080416	alveolar a	preceding vowel duration in ms	137.0804163
Baer_Henney_unpublished	tut3	KiSt	voiceless	alveolar_a	0.292227968	alveolar a	preceding vowel duration in ms	292.2279676
Baer_Henney_unpublished	tut3	LaKu	voiceless	alveolar_a	0.405766063	alveolar a	preceding vowel duration in ms	405.7660626
Baer_Henney_unpublished	tut2	SeUc	voiceless	alveolar_a	0.061464063	alveolar a	preceding vowel duration in ms	61.4640634
Baer_Henney_unpublished	tut4	CoLa	voiceless	alveolar_a	0.169061946	alveolar a	preceding vowel duration in ms	169.0619459
