subject,item,item_singular,voicing,item_pair,order,vowel,stop,place,utterancelength,accent_type,prosodic_boundary,norming_voiceless_count,norming_schwa_total,norming_schwa_pure,usable,item_vowel_dur,dur,comment
10,gobe,gob,voiced,6,99+0i,o,b,labial,1.592,nuclear,no,1,3,3,usable,153.2,132.398297,ambigue nucleus
10,schmaupe,schmaup,voiceless,10,100+0i,au,p,labial,1.608,prenuclear,no,0,3,3,usable,155.18,156.060799,NO RELEASE?;pf ; ambigue nucleus
10,drute,drut,voiceless,2,101+0i,u,t,alveolar,1.632,prenuclear,no,0,2,2,usable,111.7,131.897321,
10,griede,gried,voiced,7,104+0i,i,d,alveolar,1.696,nuclear,yes,0,5,5,usable,116.35,136.886682,ambigue nucleus
10,klape,klap,voiceless,8,105+0i,a,p,labial,1.736,nuclear,yes,1,2,2,usable,152.21,176.486448,ambigue nucleus
10,schrieke,schriek,voiceless,11,108+0i,i,k,velar,1.784,nuclear,yes,1,3,3,usable,124.84,167.934359,ambigue nucleus
10,frube,frub,voiced,14,113+0i,u,b,labial,1.584,prenuclear,no,0,3,3,usable,126.51,104.59556,whisper sound; ambigue nucleus
10,mube,mub,voiced,17,122+0i,u,b,labial,1.56,nuclear,yes,1,4,4,usable,190.24,125.785211,ambigue nucleus
10,quope,quop,voiceless,21,123+0i,o,p,labial,1.536,prenuclear,no,1,2,2,usable,146.96,83.208083,NO RELEASE?; kop
10,stauge,staug,voiced,24,126+0i,au,g,velar,1.696,prenuclear,no,0,3,3,usable,169.76,203.616188,
10,roke,rok,voiceless,22,128+0i,o,k,velar,1.544,prenuclear,no,1,2,2,usable,155.85,147.558958,ambigue nucleus
10,flape,flap,voiceless,13,129+0i,a,b,labial,1.68,prenuclear,no,0,5,5,usable,109.48,151.556746,NO RELEASE?; whisper sound
10,jiete,jiet,voiceless,16,137+0i,i,t,alveolar,1.632,prenuclear,no,2,3,3,usable,140.71,109.212545,ambigue nucleus
10,quade,quad,voiced,20,138+0i,o,d,alveolar,1.616,prenuclear,no,1,3,3,usable,190.37,176.405044,
10,priege,prieg,voiced,18,139+0i,i,g,velar,1.576,prenuclear,no,0,5,5,usable,142.02,96.991365,ambigue nucleus
10,schuke,schuk,voiceless,23,142+0i,u,k,velar,1.488,prenuclear,no,1,3,3,usable,113.14,93.395775,wollt' nicht mehr; ambigue nucleus
10,pruke,pruk,voiceless,19,143+0i,u,k,velar,1.528,prenuclear,no,1,3,3,usable,92.5,98.356515,ambigue nucleus
10,gaude,gaud,voiced,15,144+0i,au,d,alveolar,1.528,prenuclear,no,0,3,3,usable,213.2,217.382674,
16,gaute,gaut,voiceless,15,1+0i,au,t,alveolar,1.312,prenuclear,no,0,4,4,usable,164.88,180.159941,
16,roge,rog,voiced,22,2+0i,o,g,velar,1.464,prenuclear,no,0,4,4,usable,167.1,159.268637,
16,schuge,schug,voiced,23,3+0i,u,g,velar,1.448,prenuclear,no,0,4,4,usable,153.12,126.514904,
16,stauke,stauk,voiceless,24,13+0i,au,k,velar,1.432,prenuclear,no,0,2,2,usable,160.21,167.865264,
16,prieke,priek,voiceless,18,18+0i,i,k,velar,1.576,prenuclear,no,1,3,3,not_usable,114.28,127.498262,[briek]
16,mupe,mup,voiceless,17,20+0i,u,p,labial,1.216,prenuclear,no,1,1,1,usable,155.68,88.729322,focus on \ein\\\
16,pruge,prug,voiced,19,26+0i,u,g,velar,1.488,prenuclear,no,0,3,3,usable,140.88,113.276932,
16,flabe,flab,voiced,13,32+0i,a,b,labial,1.36,prenuclear,no,1,3,3,usable,181.37,120.603749,focus on \ein\\; NO RELEASE!!!\
16,jiede,jied,voiced,16,33+0i,i,d,alveolar,1.4,prenuclear,no,0,5,5,not_usable,151.45,140.476421,VQ e + focus on \ein\\\
16,klape,klap,voiceless,8,39+0i,a,p,labial,1.312,prenuclear,no,1,2,2,usable,152.21,106.376347,NO RELEASE
16,schrieke,schriek,voiceless,11,42+0i,i,k,velar,1.44,deaccented,no,1,3,3,usable,124.84,106.937024,focus on \ein\\\
16,wiebe,wieb,voiced,12,53+0i,i,b,labial,1.296,deaccented,no,0,4,4,usable,115.02,125.122374,focus on \ein\\\
16,drute,drut,voiceless,2,57+0i,u,t,alveolar,1.344,prenuclear,no,0,2,2,usable,111.7,99.954044,focus on \ein\\\
16,frade,frad,voiced,3,58+0i,a,d,alveolar,1.424,deaccented,no,1,3,3,usable,198.19,172.717923,focus on \ein\\\
16,froke,frok,voiceless,4,59+0i,o,k,velar,1.392,prenuclear,no,1,2,2,usable,131.4,108.196998,focus on \ein\\\
16,gobe,gob,voiced,6,60+0i,o,b,labial,1.36,prenuclear,no,1,3,3,usable,153.2,125.652278,focus on \ein\\; NO RELEASE\
16,nauge,naug,voiced,9,62+0i,au,g,velar,1.384,prenuclear,no,0,4,4,usable,206.35,188.762411,focus on \ein\\\
16,griede,gried,voiced,7,66+0i,i,d,alveolar,1.44,prenuclear,no,0,0,5,usable,116.35,116.698791,focus on \ein\\\
16,blote,blot,voiceless,1,68+0i,o,t,alveolar,1.432,prenuclear,no,2,2,2,usable,153.82,141.44473,focus on \ein\\\
16,gage,gag,voiced,5,69+0i,a,g,velar,1.432,deaccented,no,1,4,4,usable,220.77,195.51039,focus on \ein\\\
16,schmaupe,schmaup,voiceless,10,70+0i,au,p,labial,1.52,prenuclear,no,0,3,3,usable,155.18,141.458045,focus on \ein\\\
16,schuke,schuk,voiceless,23,75+0i,u,k,velar,1.392,prenuclear,no,1,3,3,usable,113.14,99.886649,focus on \ein\\\
16,gaude,gaud,voiced,15,76+0i,au,d,alveolar,1.48,prenuclear,no,0,3,3,usable,213.2,199.464533,focus on \ein\\\
16,mube,mub,voiced,17,78+0i,u,b,labial,1.336,prenuclear,no,1,4,4,usable,190.24,118.232291,focus on \ein\\\
16,quope,quop,voiceless,21,79+0i,o,p,labial,1.448,prenuclear,no,1,2,2,usable,146.96,116.22619,focus on \ein\\\
16,stauge,staug,voiced,24,82+0i,au,g,velar,1.488,prenuclear,no,0,3,3,usable,169.76,168.896244,focus on \ein\\\
16,jiete,jiet,voiceless,16,83+0i,i,t,alveolar,1.432,prenuclear,no,2,3,3,usable,140.71,93.548799,
16,roke,rok,voiceless,22,97+0i,o,k,velar,1.368,prenuclear,no,1,2,2,usable,155.85,125.813924,
16,priege,prieg,voiced,18,98+0i,i,g,velar,1.504,prenuclear,no,0,5,5,usable,142.02,108.758164,focus on \ein\\\
16,frube,frub,voiced,14,101+0i,u,b,labial,1.456,prenuclear,no,0,3,3,usable,126.51,107.608323,focus on \ein\\; NO RELEASE\
16,flape,flap,voiceless,13,102+0i,a,p,labial,1.528,deaccented,no,0,5,5,usable,109.48,139.624107,focus on \ein\\\
16,pruke,pruk,voiceless,19,104+0i,u,k,velar,1.472,prenuclear,no,1,3,3,usable,92.5,108.56115,focus on \ein\\\
16,quade,quad,voiced,20,108+0i,a,d,alveolar,1.384,prenuclear,no,1,3,3,usable,190.37,139.614717,
16,griete,griet,voiceless,7,109+0i,i,t,alveolar,1.432,prenuclear,no,1,4,4,usable,102.61,109.967341,focus on \ein\\; [krit] like the other one\
16,froge,frog,voiced,4,111+0i,o,g,velar,1.368,prenuclear,no,1,2,2,usable,171.49,155.888639,
16,schriege,schrieg,voiced,11,112+0i,i,g,velar,1.4,prenuclear,no,0,5,5,usable,143.52,131.43419,
16,drude,drud,voiced,2,114+0i,u,d,alveolar,1.424,prenuclear,no,0,3,3,usable,157.96,115.488258,
16,wiepe,wiep,voiceless,12,118+0i,i,p,labial,1.408,prenuclear,no,2,3,3,usable,102.1,123.097678,
16,gake,gak,voiceless,5,123+0i,a,k,velar,1.304,prenuclear,no,1,3,3,usable,195.59,161.528447,target deaccented? 
16,schmaube,schmaub,voiced,10,125+0i,au,b,labial,1.472,prenuclear,no,0,3,3,not_usable,178.34,129.749367,transition vocoid after burst
16,frate,frat,voiceless,3,131+0i,a,t,alveolar,1.384,prenuclear,no,0,4,4,usable,144.68,129.652877,
16,nauke,nauk,voiceless,9,132+0i,au,k,velar,1.6,prenuclear,no,0,4,4,usable,160.76,163.1093,
16,blode,blod,voiced,1,140+0i,o,d,alveolar,1.328,prenuclear,no,2,2,2,usable,162.92,135.363049,
16,gope,gop,voiceless,6,141+0i,o,p,labial,1.384,prenuclear,no,0,3,3,usable,120.77,133.891183,
16,klabe,klab,voiced,8,142+0i,a,b,labial,1.408,prenuclear,no,1,2,2,usable,157.49,141.956993,NO RELEASE
5,pruke,pruk,voiceless,19,1+0i,u,k,velar,1.44,nuclear,yes,1,3,3,usable,92.5,133.23925,
5,jiete,jiet,voiceless,16,5+0i,i,t,alveolar,1.432,prenuclear,no,2,3,3,usable,140.71,152.410529,POPPING SHORTLY AFTER RELEASE
5,flape,flap,voiceless,13,7+0i,a,p,labial,1.432,nuclear,yes,0,5,5,usable,109.48,163.40138,
5,stauge,staug,voiced,24,17+0i,au,g,velar,1.496,nuclear,yes,0,3,3,usable,169.76,169.811892,
5,frube,frub,voiced,14,20+0i,u,b,labial,1.224,nuclear,no,0,3,3,not_usable,126.51,126.58493,VQ o
5,quope,quop,voiceless,21,24+0i,o,p,labial,1.536,nuclear,yes,1,2,2,usable,146.96,153.851274,
5,gaude,gaud,voiced,15,25+0i,au,d,alveolar,1.432,nuclear,yes,0,3,3,usable,213.2,197.496132,
5,mube,mub,voiced,17,27+0i,u,b,labial,1.376,nuclear,yes,1,4,4,not_usable,190.24,123.464286,mbub?
5,schuke,schuk,voiceless,23,28+0i,u,k,velar,1.496,nuclear,yes,1,3,3,usable,113.14,131.629617,
5,roke,rok,voiceless,22,32+0i,u,k,velar,1.44,nuclear,yes,1,2,2,usable,155.85,155.789436,
5,quade,quad,voiced,20,34+0i,a,d,alveolar,1.456,nuclear,yes,1,3,3,usable,190.37,217.967186,
5,priege,prieg,voiced,18,35+0i,i,g,velar,1.368,nuclear,yes,0,5,5,usable,142.02,142.649968,
5,gope,gop,voiceless,6,37+0i,o,p,labial,1.384,nuclear,yes,0,3,3,usable,120.77,155.306236,Rauschen
5,griete,griet,voiceless,7,38+0i,i,t,alveolar,1.504,nuclear,yes,1,4,4,usable,102.61,162.566749,Rauschen
5,nauke,nauk,voiceless,9,39+0i,au,k,velar,1.352,nuclear,yes,0,4,4,usable,160.76,167.888535,Rauschen
5,blode,blod,voiced,1,40+0i,o,d,alveolar,1.368,nuclear,yes,2,2,2,usable,162.92,161.981901,
5,frate,frat,voiceless,3,41+0i,a,t,alveolar,1.44,nuclear,yes,0,4,4,usable,144.68,169.174351,
5,wiepe,wiep,voiceless,12,48+0i,i,p,labial,1.44,nuclear,yes,2,3,3,usable,102.1,140.138034,
5,schmaube,schmaub,voiced,10,61+0i,au,b,labial,1.52,nuclear,yes,0,3,3,usable,178.34,170.388129,
5,schriege,schrieg,voiced,11,62+0i,i,g,velar,1.792,nuclear,yes,0,5,5,usable,143.52,144.518755,
5,klabe,klab,voiced,8,64+0i,a,b,labial,1.472,nuclear,yes,1,2,2,not_usable,157.49,189.454977,no stop 
5,froge,frog,voiced,4,68+0i,o,g,velar,1.544,nuclear,yes,1,2,2,usable,171.49,171.069289,
5,drude,drud,voiced,2,70+0i,u,d,alveolar,1.384,nuclear,yes,0,3,3,usable,157.96,161.622183,
5,gake,gak,voiceless,5,72+0i,a,k,velar,1.448,nuclear,yes,1,3,3,usable,195.59,197.290145,
5,prieke,priek,voiceless,18,78+0i,i,k,velar,1.504,nuclear,yes,1,3,3,usable,114.28,88.662389,
5,flabe,flab,voiced,13,82+0i,a,b,labial,1.624,nuclear,yes,1,3,3,usable,181.37,187.343036,
5,pruge,prug,voiced,19,83+0i,u,g,velar,1.875584218,nuclear,yes,0,3,3,not_usable,140.88,170.744262,hesitation onset
5,frupe,frup,voiceless,14,84+0i,u,p,labial,1.608,nuclear,yes,1,3,3,usable,100.5,142.894963,
5,mupe,mup,voiceless,17,87+0i,u,p,labial,1.488,nuclear,yes,1,1,1,not_usable,155.68,111.096907,wup ?
5,stauke,stauk,voiceless,24,92+0i,au,k,velar,1.464,nuclear,yes,0,2,2,usable,160.21,159.386338,
5,roge,rog,voiced,22,93+0i,o,g,velar,1.496,nuclear,yes,0,4,4,usable,167.1,192.67421,
5,jiede,jied,voiced,16,96+0i,i,d,alveolar,1.496,nuclear,yes,0,5,5,usable,151.45,131.018858,
5,quobe,quob,voiced,21,98+0i,o,b,labial,1.536,nuclear,yes,0,3,3,usable,145.83,143.695975,
5,schuge,schug,voiced,23,99+0i,u,g,velar,1.392,nuclear,yes,0,4,4,usable,153.12,152.583703,
5,quate,quat,voiceless,20,100+0i,a,t,alveolar,1.456,prenuclear,no,1,2,2,usable,164.52,172.93788,
5,gaute,gaut,voiceless,15,101+0i,au,t,alveolar,1.52,nuclear,yes,0,4,4,usable,164.88,198.654251,
5,nauge,naug,voiced,9,111+0i,au,g,velar,1.584,nuclear,yes,0,4,4,usable,206.35,214.720881,
5,blote,blot,voiceless,1,112+0i,o,t,alveolar,1.544,nuclear,yes,2,2,2,usable,153.82,150.811735,
5,gobe,gob,voiced,6,115+0i,o,b,labial,1.496,nuclear,yes,1,3,3,usable,153.2,202.975057,
5,schmaupe,schmaup,voiceless,10,116+0i,au,p,labial,1.536,nuclear,yes,0,3,3,usable,155.18,138.576568,
5,frade,frad,voiced,3,117+0i,a,d,alveolar,1.536,nuclear,yes,1,3,3,usable,198.19,211.318516,
5,griede,gried,voiced,7,118+0i,i,d,alveolar,1.496,nuclear,yes,0,5,5,usable,116.35,166.318041,
5,froke,frok,voiceless,4,121+0i,o,k,velar,1.52,nuclear,yes,1,2,2,usable,131.4,137.51392,
5,wiebe,wieb,voiced,12,122+0i,i,b,labial,1.584,nuclear,yes,0,4,4,usable,115.02,144.377254,
5,klape,klap,voiceless,8,131+0i,a,p,labial,1.544,nuclear,yes,1,2,2,usable,152.21,170.046721,
5,gage,gag,voiced,5,133+0i,a,g,velar,1.512,nuclear,yes,1,4,4,usable,220.77,257.583253,
5,schrieke,schriek,voiceless,11,136+0i,i,k,velar,1.552,nuclear,yes,1,3,3,usable,124.84,148.944548,
14,flabe,flab,voiced,13,2+0i,a,b,labial,1.856,nuclear,yes,1,3,3,usable,181.37,264.27027,lengthened?
14,roge,rog,voiced,22,5+0i,o,g,velar,1.784,nuclear,yes,0,4,4,usable,167.1,204.170843,
14,prieke,priek,voiceless,18,15+0i,i,k,velar,1.648,nuclear,yes,1,3,3,not_usable,114.28,184.888352,VQ e
14,quobe,quob,voiced,21,17+0i,o,b,labial,1.712,nuclear,yes,0,3,3,usable,145.83,175.204535,NO RELEASE; PF-RELEASE
14,jiede,jied,voiced,16,18+0i,i,d,alveolar,1.688,nuclear,yes,0,5,5,not_usable,151.45,191.536099,VQ
14,stauke,stauk,voiceless,24,19+0i,au,k,velar,1.824,nuclear,yes,0,2,2,usable,160.21,242.100585,
14,gaute,gaut,voiceless,15,22+0i,au,t,alveolar,1.752,prenuclear,no,0,4,4,usable,164.88,232.224657,
14,schuge,schug,voiced,23,23+0i,u,g,velar,1.808,nuclear,yes,0,4,4,usable,153.12,157.538287,
14,pruge,prug,voiced,19,25+0i,u,g,velar,1.784,nuclear,yes,0,3,3,not_usable,140.88,197.00428,VQ? o or u
14,quate,quat,voiceless,20,29+0i,a,t,alveolar,1.944,nuclear,yes,1,2,2,usable,164.52,274.521695,
14,mupe,mup,voiceless,17,32+0i,u,p,labial,1.696,nuclear,yes,1,1,1,usable,155.68,111.547484,
14,frupe,frup,voiceless,14,34+0i,u,p,labial,1.792,nuclear,yes,1,3,3,usable,100.5,154.951996,
14,blode,blod,voiced,1,37+0i,o,d,alveolar,1.744,prenuclear,no,2,2,2,usable,162.92,229.469302,
14,froge,frog,voiced,4,38+0i,o,g,velar,1.856,nuclear,yes,1,2,2,usable,171.49,220.74891,
14,gake,gak,voiceless,5,42+0i,a,k,velar,1.784,prenuclear,no,1,3,3,usable,195.59,279.247999,
14,drude,drud,voiced,2,43+0i,u,d,alveolar,1.888,nuclear,yes,0,3,3,usable,157.96,189.377937,
14,wiepe,wiep,voiceless,12,47+0i,i,p,labial,1.888,nuclear,yes,2,3,3,usable,102.1,149.838789,
14,gope,gop,voiceless,6,48+0i,o,p,labial,1.688,nuclear,yes,0,3,3,usable,120.77,201.863246,
14,schriege,schrieg,voiced,11,52+0i,i,g,velar,2,nuclear,yes,0,5,5,usable,143.52,179.755811,
14,klabe,klab,voiced,8,60+0i,a,b,labial,2.008,nuclear,yes,1,2,2,usable,157.49,291.797928,
14,griete,griet,voiceless,7,65+0i,i,t,alveolar,1.808,prenuclear,no,1,4,4,usable,102.61,153.252379,
14,nauke,nauk,voiceless,9,66+0i,au,k,velar,1.832,prenuclear,no,0,4,4,usable,160.76,253.952053,
14,schmaube,schmaub,voiced,10,68+0i,au,b,labial,2.008,nuclear,yes,0,3,3,usable,178.34,215.572291,
14,frate,frat,voiceless,3,72+0i,a,t,alveolar,1.96,nuclear,yes,0,4,4,usable,144.68,283.050546,
14,flape,flap,voiceless,13,73+0i,a,p,labial,1.8,nuclear,yes,0,5,5,usable,109.48,244.362042,
14,quope,quop,voiceless,21,82+0i,o,p,labial,1.84,nuclear,yes,1,2,2,usable,146.96,206.159448,
14,stauge,staug,voiced,24,87+0i,au,g,velar,1.968,nuclear,yes,0,3,3,usable,169.76,252.819315,
14,schuke,schuk,voiceless,23,89+0i,u,k,velar,1.824,nuclear,yes,1,3,3,usable,113.14,151.363905,
14,mube,mub,voiced,17,90+0i,o,b,labial,1.752,nuclear,yes,1,4,4,not_usable,190.24,182.019705,VQ o
14,priege,prieg,voiced,18,92+0i,i,g,velar,1.776,nuclear,yes,0,5,5,not_usable,142.02,197.837253,VQ e
14,frube,frub,voiced,14,93+0i,u,b,labial,1.92,nuclear,yes,0,3,3,usable,126.51,200.72192,
14,gaude,gaud,voiced,15,94+0i,au,d,alveolar,1.888,nuclear,yes,0,3,3,usable,213.2,261.110527,
14,quade,quad,voiced,20,95+0i,a,d,alveolar,1.936,nuclear,yes,1,3,3,usable,190.37,306.015581,
14,roke,rok,voiceless,22,98+0i,o,k,velar,1.848,nuclear,yes,1,2,2,usable,155.85,229.866032,
14,jiete,jiet,voiceless,16,103+0i,i,t,alveolar,1.777747915,nuclear,yes,2,3,3,not_usable,140.71,105.135083,VQ e
14,pruke,pruk,voiceless,19,104+0i,u,k,velar,1.792,nuclear,yes,1,3,3,usable,92.5,145.993554,
14,blote,blot,voiceless,1,111+0i,o,t,alveolar,1.848,nuclear,yes,2,2,2,usable,153.82,213.781734,
14,frade,frad,voiced,3,114+0i,a,d,alveolar,1.912,nuclear,yes,1,3,3,usable,198.19,262.397521,
14,wiebe,wieb,voiced,12,123+0i,i,b,labial,1.888,nuclear,yes,0,4,4,usable,115.02,155.841384,
14,schrieke,schriek,voiceless,11,126+0i,i,k,velar,1.88,nuclear,yes,1,3,3,usable,124.84,166.942802,
14,klape,klap,voiceless,8,127+0i,a,p,labial,1.904,nuclear,yes,1,2,2,usable,152.21,278.544185,
14,schmaupe,schmaup,voiceless,10,128+0i,au,p,labial,1.88,nuclear,yes,0,3,3,usable,155.18,222.372642,
14,froke,frok,voiceless,4,131+0i,o,k,velar,1.824,nuclear,yes,1,2,2,usable,131.4,197.766117,
14,gobe,gob,voiced,6,134+0i,o,b,labial,1.744,nuclear,yes,1,3,3,usable,153.2,208.553802,
14,gage,gag,voiced,5,137+0i,a,g,velar,1.768,nuclear,yes,1,4,4,usable,220.77,256.46498,
14,nauge,naug,voiced,9,138+0i,au,g,velar,1.696,nuclear,yes,0,4,4,usable,206.35,243.549892,
14,drute,drut,voiceless,2,141+0i,u,t,alveolar,1.832,nuclear,yes,0,2,2,usable,111.7,189.804625,
14,griede,gried,voiced,7,143+0i,i,d,alveolar,2.032,nuclear,yes,0,5,5,usable,116.35,212.064727,
3,nauke,nauk,voiceless,9,5+0i,au,k,velar,1.336,prenuclear,no,0,4,4,usable,160.76,152.960008,
3,frate,frat,voiceless,3,6+0i,a,t,alveolar,1.416,prenuclear,no,0,4,4,usable,144.68,136.245721,
3,blode,blod,voiced,1,7+0i,o,d,alveolar,1.304,prenuclear,no,2,2,2,usable,162.92,102.895193,
3,griete,griet,voiceless,7,8+0i,i,t,alveolar,1.304,nuclear,yes,1,4,4,usable,102.61,125.452813,
3,schmaube,schmaub,voiced,10,15+0i,au,b,labial,1.384,nuclear,no,0,3,3,usable,178.34,152.309747,NO RELEASE?
3,klabe,klab,voiced,8,18+0i,a,b,labial,1.344,nuclear,no,1,2,2,usable,157.49,166.837472,whisper sound
3,gope,gop,voiceless,6,24+0i,o,p,labial,1.256,prenuclear,no,0,3,3,usable,120.77,119.572564,
3,drude,drud,voiced,2,26+0i,u,d,alveolar,1.232,prenuclear,no,0,3,3,usable,157.96,77.44771,
3,froge,frog,voiced,4,28+0i,o,g,velar,1.288,prenuclear,no,1,2,2,usable,171.49,99.487148,
3,gake,gak,voiceless,5,30+0i,a,k,velar,1.176,prenuclear,no,1,3,3,usable,195.59,149.912861,
3,wiepe,wiep,voiceless,12,34+0i,i,p,labial,1.24,prenuclear,no,2,3,3,usable,102.1,109.019652,NO RELEASE?
3,schriege,schrieg,voiced,11,35+0i,i,g,velar,1.312,prenuclear,no,0,5,5,usable,143.52,85.498523,
3,frupe,frup,voiceless,14,39+0i,u,p,labial,1.4,prenuclear,no,1,3,3,usable,100.5,88.019346,Rauschen
3,mupe,mup,voiceless,17,40+0i,u,p,labial,1.264,prenuclear,no,1,1,1,usable,155.68,108.67453,NO RELEASE?
3,flabe,flab,voiced,13,45+0i,a,b,labial,1.296,prenuclear,no,1,3,3,usable,181.37,92.555273,
3,roge,rog,voiced,22,48+0i,o,g,velar,1.304,prenuclear,no,0,4,4,usable,167.1,145.824556,
3,pruge,prug,voiced,19,52+0i,u,g,velar,1.36,prenuclear,no,0,3,3,usable,140.88,70.567328,
3,quate,quat,voiceless,20,54+0i,a,t,alveolar,1.456,prenuclear,no,1,2,2,usable,164.52,165.259083,
3,jiede,jied,voiced,16,55+0i,i,d,alveolar,1.32,prenuclear,no,0,5,5,usable,151.45,54.911583,
3,quobe,quob,voiced,21,60+0i,o,b,labial,1.424,prenuclear,no,0,3,3,usable,145.83,121.125848,
3,gaute,gaut,voiceless,15,62+0i,au,t,alveolar,1.28,prenuclear,no,0,4,4,usable,164.88,160.594147,
3,prieke,priek,voiceless,18,64+0i,i,k,velar,1.272,prenuclear,no,1,3,3,usable,114.28,83.30999,
3,schuge,schug,voiced,23,68+0i,u,g,velar,1.392,prenuclear,no,0,4,4,usable,153.12,78.995211,
3,stauke,stauk,voiceless,24,69+0i,au,k,velar,1.584,nuclear,yes,0,2,2,usable,160.21,152.607916,
3,schmaupe,schmaup,voiceless,10,80+0i,au,p,labial,1.48,nuclear,yes,0,3,3,usable,155.18,126.767898,NO RELEASE?
3,nauge,naug,voiced,9,82+0i,au,g,velar,1.416,prenuclear,no,0,4,4,usable,206.35,181.860652,
3,blote,blot,voiceless,1,84+0i,o,t,alveolar,1.512,prenuclear,no,2,2,2,usable,153.82,114.601885,
3,froke,frok,voiceless,4,86+0i,o,k,velar,1.416,prenuclear,no,1,2,2,usable,131.4,112.799877,
3,frade,frad,voiced,3,87+0i,a,d,alveolar,1.504,prenuclear,no,1,3,3,usable,198.19,183.46961,
3,drute,drut,voiceless,2,92+0i,u,t,alveolar,1.48,prenuclear,no,0,2,2,usable,111.7,120.777139,
3,klape,klap,voiceless,8,93+0i,a,p,labial,1.392,prenuclear,no,1,2,2,usable,152.21,157.343608,NO RELEASE?
3,gage,gag,voiced,5,95+0i,a,g,velar,1.408,prenuclear,no,1,4,4,usable,220.77,169.154856,
3,griede,gried,voiced,7,96+0i,i,d,alveolar,1.4,prenuclear,no,0,5,5,usable,116.35,92.173449,
3,schrieke,schriek,voiceless,11,102+0i,i,k,velar,1.448,prenuclear,no,1,3,3,usable,124.84,120.964881,
3,wiebe,wieb,voiced,12,103+0i,i,b,labial,1.352,prenuclear,no,0,4,4,usable,115.02,108.096761,NO RELEASE?
3,gobe,gob,voiced,6,104+0i,o,b,labial,1.48,prenuclear,no,1,3,3,usable,153.2,124.256401,NO RELEASE?
3,jiete,jiet,voiceless,16,111+0i,i,t,alveolar,2.336,nuclear,yes,2,3,3,usable,140.71,143.292841,
3,priege,prieg,voiced,18,112+0i,i,g,velar,1.44,prenuclear,no,0,5,5,usable,142.02,103.175136,
3,flape,flap,voiceless,13,118+0i,a,p,labial,1.416,prenuclear,no,0,5,5,usable,109.48,134.170964,NO RELEASE?
3,quade,quad,voiced,20,121+0i,a,d,alveolar,1.424,prenuclear,no,1,3,3,usable,190.37,71.772598,
3,pruke,pruk,voiceless,19,127+0i,u,k,velar,1.44,prenuclear,no,1,3,3,usable,92.5,82.02988,
3,quope,quop,voiceless,21,129+0i,o,p,labial,1.384,prenuclear,no,1,2,2,usable,146.96,111.381475,
3,frube,frub,voiced,14,131+0i,u,b,labial,1.36,prenuclear,no,0,3,3,usable,126.51,102.982642,
3,mube,mub,voiced,17,134+0i,u,b,labial,1.368,prenuclear,no,1,4,4,usable,190.24,135.227015,
3,gaude,gaud,voiced,15,138+0i,au,d,alveolar,1.448,nuclear,yes,0,3,3,usable,213.2,157.047706,
3,schuke,schuk,voiceless,23,140+0i,u,k,velar,1.408,prenuclear,no,1,3,3,usable,113.14,97.776905,
3,stauge,staug,voiced,24,141+0i,au,g,velar,1.376,prenuclear,no,0,3,3,usable,169.76,162.184892,
3,roke,rok,voiceless,22,144+0i,o,k,velar,1.288,nuclear,no,1,2,2,usable,155.85,102.235514,
4,froge,frog,voiced,4,2+0i,o,g,velar,1.704,nuclear,yes,1,2,2,usable,171.49,159.616489,
4,frate,frat,voiceless,3,10+0i,a,t,alveolar,1.64,prenuclear,no,0,4,4,usable,144.68,180.574304,
4,wiepe,wiep,voiceless,12,12+0i,i,p,labial,1.56,nuclear,yes,2,3,3,usable,102.1,141.49473,
4,nauke,nauk,voiceless,9,15+0i,au,k,velar,1.528,prenuclear,no,0,4,4,usable,160.76,198.191498,
4,gake,gak,voiceless,5,16+0i,a,k,velar,1.592,nuclear,yes,1,3,3,not_usable,195.59,188.534967,EJECTIVE?
4,schmaube,schmaub,voiced,10,17+0i,au,b,labial,1.536,prenuclear,no,0,3,3,usable,178.34,146.018732,cant detect bo; NO RELEASE?
4,blode,blod,voiced,1,24+0i,o,d,alveolar,1.504,prenuclear,no,2,2,2,usable,162.92,167.963425,
4,schriege,schrieg,voiced,11,26+0i,i,g,velar,1.584,prenuclear,no,0,5,5,usable,143.52,156.112958,
4,gope,gop,voiceless,6,30+0i,o,p,labial,1.48,prenuclear,no,0,3,3,usable,120.77,135.953478,NO RELEASE?
4,griete,griet,voiceless,7,31+0i,i,t,alveolar,1.44,prenuclear,no,1,4,4,usable,102.61,126.474589,
4,quade,quad,voiced,20,41+0i,a,d,alveolar,1.408,prenuclear,no,1,3,3,usable,190.37,167.284083,
4,gaude,gaud,voiced,15,46+0i,au,d,alveolar,1.416,prenuclear,no,0,3,3,usable,213.2,172.736705,
4,pruke,pruk,voiceless,19,50+0i,u,k,velar,1.512,prenuclear,no,1,3,3,usable,92.5,114.58948,
4,stauge,staug,voiced,24,53+0i,au,g,velar,1.472,prenuclear,no,0,3,3,usable,169.76,175.384257,
4,quope,quop,voiceless,21,54+0i,o,p,labial,1.464,prenuclear,no,1,2,2,usable,146.96,124.952751,
4,roke,rok,voiceless,22,57+0i,o,k,velar,1.448,prenuclear,no,1,2,2,usable,155.85,175.973482,
4,jiete,jiet,voiceless,16,59+0i,i,t,alveolar,1.456,prenuclear,no,2,3,3,usable,140.71,80.385361,
