publication	class	subject	Item	voicing	pair	dur
Baer_Henney_unpublished_2017	tut1	LeKa	alveaolar-voiced-7-u	voiced	alveolar_u	0.311862429
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-1-a	voiced	alveolar_a	0.279048963
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-1-a	voiced	alveolar_a	0.525912526
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-1-a	voiced	alveolar_a	0.196442215
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-1-e	voiced	alveolar_e	0.280927476
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-1-i	voiced	alveolar_i	0.07652452
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-10-i	voiced	alveolar_i	0.051016347
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-10-u	voiced	alveolar_u	0.217234319
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-10-u	voiced	alveolar_u	0.268898819
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-10-u	voiced	alveolar_u	0.205474041
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-10-u	voiced	alveolar_u	0.130812015
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-10-y	voiced	alveolar_y	0.34029634
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-11-o	voiced	alveolar_o	0.086165423
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-11-u	voiced	alveolar_u	0.208109301
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-11-u	voiced	alveolar_u	0.321723594
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-11-u	voiced	alveolar_u	0.433104744
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-11-u	voiced	alveolar_u	0.071420013
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-11-u	voiced	alveolar_u	0.074900428
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-12-a	voiced	alveolar_a	0.249734388
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-12-a	voiced	alveolar_a	0.264625546
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-12-a	voiced	alveolar_a	0.093529969
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-12-a	voiced	alveolar_a	0.433104446
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-12-a	voiced	alveolar_a	0.152965663
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-12-e	voiced	alveolar_e	0.223701509
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-13-e	voiced	alveolar_e	0.206276228
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-13-u	voiced	alveolar_u	0.19690511
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-13-u	voiced	alveolar_u	0.223710139
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-13-u	voiced	alveolar_u	0.085027285
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-13-u	voiced	alveolar_u	0.371232441
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-13-u	voiced	alveolar_u	0.13089598
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-14-e	voiced	alveolar_e	0.180042321
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-14-e	voiced	alveolar_e	0.200161704
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-14-e	voiced	alveolar_e	0.042513622
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-14-e	voiced	alveolar_e	0.464040464
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-14-e	voiced	alveolar_e	0.172398688
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-14-i	voiced	alveolar_i	0.124856656
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-15	voiced	alveolar_o	0.132347998
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-15-o	voiced	alveolar_u	0.091140562
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-15-o	voiced	alveolar_o	0.186621353
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-15-o	voiced	alveolar_o	0.266000101
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-15-o	voiced	alveolar_o	0.371232621
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-2-a	voiced	alveolar_a	0.175023512
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-2-a	voiced	alveolar_a	0.186032642
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-2-a	voiced	alveolar_a	0.386331706
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-2-a	voiced	alveolar_a	0.309360532
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-2-a	voiced	alveolar_a	0.166013551
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-2-u	voiced	alveolar_u	0.074415593
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-3-e	voiced	alveolar_e	0.184498814
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-3-e	voiced	alveolar_e	0.225476272
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-3-e	voiced	alveolar_e	0.102032694
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-3-e	voiced	alveolar_e	0.525912526
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-3-e	voiced	alveolar_e	0.177229182
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-3-o	voiced	alveolar_o	0.260118034
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-4	voiced	alveolar_e	0.270807011
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-4-e	voiced	alveolar_e	0.217120343
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-4-e	voiced	alveolar_e	0.286129837
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-4-e	voiced	alveolar_e	0.464040464
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-4-e	voiced	alveolar_e	0.187306593
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-4-y	voiced	alveolar_y	0.102032694
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-5-o	voiced	alveolar_o	0.201522617
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-5-o	voiced	alveolar_o	0.180145533
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-5-o	voiced	alveolar_o	0.059519071
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-5-o	voiced	alveolar_o	0.494976495
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-5-o	voiced	alveolar_o	0.164209056
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-5-oe	voiced	alveolar_oe	0.22890387
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-6-a	voiced	alveolar_a	0.059519071
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-6-a	voiced	alveolar_a	0.296534558
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-6-o	voiced	alveolar_o	0.143526766
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-6-oe	voiced	alveolar_oe	0.210464144
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-6-oe	voiced	alveolar_oe	0.164711984
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-6-oe	voiced	alveolar_oe	0.433104433
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-7-u	voiced	alveolar_u	0.162931797
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-7-u	voiced	alveolar_u	0.156008387
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-7-u	voiced	alveolar_u	0.109665084
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-7-u	voiced	alveolar_u	0.433104744
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-7-u	voiced	alveolar_u	0.160100359
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-8-ei	voiced	alveolar_y	0.07652452
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-8-u	voiced	alveolar_u	0.12748064
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-8-y	voiced	alveolar_y	0.170089486
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-8-y	voiced	alveolar_y	0.240782755
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-8-y	voiced	alveolar_y	0.249713312
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiced-9-e	voiced	alveolar_e	0.085027285
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiced-9-o	voiced	alveolar_o	0.252836342
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiced-9-u	voiced	alveolar_u	0.113460024
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiced-9-y	voiced	alveolar_y	0.138850416
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiced-9-y	voiced	alveolar_y	0.130105107
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiced-9-y	voiced	alveolar_y	0.433104534
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceess-6-oe	voiceless	alveolar_oe	0.433104433
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-1-a	voiceless	alveolar_a	0.194927008
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-1-a	voiceless	alveolar_a	0.224004495
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-1-a	voiceless	alveolar_a	0.742464742
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-1-a	voiceless	alveolar_a	0.188222722
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-1-e	voiceless	alveolar_e	0.068021796
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-1-oe	voiceless	alveolar_oe	0.223701509
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-10-u	voiceless	alveolar_u	0.147656728
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-10-u	voiceless	alveolar_u	0.146000301
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-10-u	voiceless	alveolar_u	0.068021828
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-10-u	voiceless	alveolar_u	0.556848661
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-10-u	voiceless	alveolar_u	0.129090805
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-10-y	voiceless	alveolar_y	0.176880263
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-11-a	voiceless	alveolar_a	0.199102409
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-11-e	voiceless	alveolar_e	0.059519099
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-11-u	voiceless	alveolar_u	0.13016548
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-11-u	voiceless	alveolar_u	0.141879325
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-11-u	voiceless	alveolar_u	0.494976611
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-11-u	voiceless	alveolar_u	0.11755858
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-12-a	voiceless	alveolar_a	0.141113855
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-12-a	voiceless	alveolar_a	0.186326998
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-12-a	voiceless	alveolar_a	0.059519099
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-12-a	voiceless	alveolar_a	0.433104507
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-12-a	voiceless	alveolar_a	0.211597874
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-12-e	voiceless	alveolar_e	0.254915673
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-13-o	voiceless	alveolar_o	0.136043592
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-13-u	voiceless	alveolar_u	0.175615538
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-13-u	voiceless	alveolar_u	0.258444082
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-13-u	voiceless	alveolar_u	0.270522755
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-13-u	voiceless	alveolar_u	0.17622977
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-14-a	voiceless	alveolar_a	0.130059017
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-14-e	voiceless	alveolar_e	0.174991629
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-14-e	voiceless	alveolar_e	0.23725049
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-14-e	voiceless	alveolar_e	0.464040464
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-14-e	voiceless	alveolar_e	0.142777206
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-14-o	voiceless	alveolar_o	0.102032694
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-15-o	voiceless	alveolar_o	0.198135683
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-15-o	voiceless	alveolar_o	0.251379551
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-15-o	voiceless	alveolar_o	0.102032694
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-15-o	voiceless	alveolar_o	0.343355805
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-2-a	voiceless	alveolar_a	0.205592796
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-2-a	voiceless	alveolar_a	0.178379401
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-2-a	voiceless	alveolar_a	0.375514675
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-2-a	voiceless	alveolar_a	0.618721034
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-2-a	voiceless	alveolar_a	0.148872547
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-2-o	voiceless	alveolar_o	0.102032742
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-3-e	voiceless	alveolar_e	0.1575729
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-3-e	voiceless	alveolar_e	0.142173681
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-3-e	voiceless	alveolar_e	0.262617113
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-3-e	voiceless	alveolar_e	0.143461953
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-3-o	voiceless	alveolar_o	0.068021828
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-4-a	voiceless	alveolar_a	0.249713312
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-4-e	voiceless	alveolar_e	0.174380828
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-4-e	voiceless	alveolar_e	0.194863306
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-4-e	voiceless	alveolar_e	0.093529969
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-4-e	voiceless	alveolar_e	0.804336829
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-4-e	voiceless	alveolar_e	0.143915426
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-5-a	voiceless	alveolar_a	0.271346352
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-5-o	voiceless	alveolar_o	0.167882163
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-5-o	voiceless	alveolar_o	0.235484357
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-5-o	voiceless	alveolar_o	0.102032742
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-5-o	voiceless	alveolar_o	0.402168477
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-5-o	voiceless	alveolar_o	0.128738085
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-6-o	voiceless	alveolar_o	0.270522755
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-6-o	voiceless	alveolar_o	0.155269865
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-6-oe	voiceless	alveolar_oe	0.224887561
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-6-oe	voiceless	alveolar_oe	0.169524997
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-6-y	voiceless	alveolar_y	0.102032694
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-7-u	voiceless	alveolar_u	0.195264357
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-7-u	voiceless	alveolar_u	0.211347211
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-7-u	voiceless	alveolar_u	0.110535418
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-7-u	voiceless	alveolar_u	0.140463738
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-7-u	voiceless	alveolar_u	0.804336804
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-7-u	voiceless	alveolar_u	0.260957756
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-8-a	voiceless	alveolar_a	0.208094427
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-8-o	voiceless	alveolar_o	0.110535418
Baer_Henney_unpublished_2017	tut1	RoLa	alveolar-voiceless-8-u	voiceless	alveolar_u	0.158573479
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-8-y	voiceless	alveolar_y	0.12906004
Baer_Henney_unpublished_2017	tut1	AnFo	alveolar-voiceless-8-y	voiceless	alveolar_y	0.232835158
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-8-y	voiceless	alveolar_y	0.587784588
Baer_Henney_unpublished_2017	tut1	LeKa	alveolar-voiceless-9-e	voiceless	alveolar_e	0.208094427
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voiceless-9-oe	voiceless	alveolar_oe	0.587784588
Baer_Henney_unpublished_2017	tut1	JeRa	alveolar-voiceless-9-u	voiceless	alveolar_u	0.110535418
Baer_Henney_unpublished_2017	tut1	MoKl	alveolar-voiceless-9-y	voiceless	alveolar_y	0.17424888
Baer_Henney_unpublished_2017	tut1	MeNa	alveolar-voicless-3-i	voiceless	alveolar_i	0.247488348
Baer_Henney_unpublished_2017	tut1	LeKa	labial-vioceless-12-i	voiceless	labial_i	0.244510952
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-1-a	voiced	labial_a	0.208847549
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-1-a	voiced	labial_a	0.165133405
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-1-a	voiced	labial_a	0.835273031
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-1-a	voiced	labial_a	0.202416181
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-1-u	voiced	labial_u	0.076524556
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-1-y	voiced	labial_y	0.251560601
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-10-a	voiced	labial_a	0.199205613
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-10-a	voiced	labial_a	0.192214107
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-10-a	voiced	labial_a	0.076524556
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-10-a	voiced	labial_a	0.464040551
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-10-a	voiced	labial_a	0.159517369
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-10-u	voiced	labial_u	0.187284984
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-11-e	voiced	labial_e	0.110535418
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-11-e	voiced	labial_e	0.556848557
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-11-i	voiced	labial_i	0.147866441
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-11-i	voiced	labial_i	0.20752059
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-11-i	voiced	labial_i	0.186557034
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-11-y	voiced	labial_y	0.175246414
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-12-a	voiced	labial_a	0.343355805
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-12-eu	voiced	labial_i	0.07652452
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-12-i	voiced	labial_i	0.136012169
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-12-i	voiced	labial_i	0.212524632
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-12-i	voiced	labial_i	0.173647953
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-12-oe	voiced	labial_oe	0.556848557
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-13-a	voiced	labial_a	0.085027245
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-13-i	voiced	labial_i	0.209633435
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-13-i	voiced	labial_i	0.234895646
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-13-i	voiced	labial_i	0.587784588
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-13-o	voiced	labial_o	0.296534558
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-14-o	voiced	labial_o	0.165068968
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-14-o	voiced	labial_o	0.157774519
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-14-o	voiced	labial_o	0.068021796
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-14-o	voiced	labial_o	0.402168402
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-14-o	voiced	labial_o	0.206434242
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-14-u	voiced	labial_u	0.286129837
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-15-o	voiced	labial_o	0.149738168
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-15-o	voiced	labial_o	0.261387636
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-15-o	voiced	labial_o	0.07652452
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-15-o	voiced	labial_o	0.338153444
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-15-o	voiced	labial_o	0.618720619
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-15-o	voiced	labial_o	0.189055566
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-2-a	voiced	labial_a	0.076524556
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-2-i	voiced	labial_i	0.128229404
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-2-i	voiced	labial_i	0.117447823
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-2-i	voiced	labial_i	0.402168672
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-2-i	voiced	labial_i	0.106212577
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-3-a	voiced	labial_a	0.223701509
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-3-a	voiced	labial_a	0.649656649
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-3-i	voiced	labial_i	0.11634418
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-3-i	voiced	labial_i	0.174847135
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-3-i	voiced	labial_i	0.1365864
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-3-o	voiced	labial_o	0.07652452
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-4-i	voiced	labial_i	0.218499148
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-4-o	voiced	labial_o	0.204553033
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-4-o	voiced	labial_o	0.295532868
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-4-o	voiced	labial_o	0.191554097
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-4-u	voiced	labial_u	0.34029634
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-4-y	voiced	labial_y	0.059519071
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-5-a	voiced	labial_a	0.102032694
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-5-o	voiced	labial_o	0.230192723
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-5-o	voiced	labial_o	0.242548888
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-5-o	voiced	labial_o	0.161273181
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-5-o	voiced	labial_o	0.182281769
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-6-a	voiced	labial_a	0.237400189
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-6-a	voiced	labial_a	0.093530013
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-6-a	voiced	labial_a	0.286129837
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-6-a	voiced	labial_a	0.371232441
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-6-a	voiced	labial_a	0.172631641
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-7-e	voiced	labial_e	0.096254231
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-7-e	voiced	labial_e	0.171430905
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-7-e	voiced	labial_e	0.111060869
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-7-i	voiced	labial_i	0.130843416
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-7-i	voiced	labial_i	0.556848931
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-7-u	voiced	labial_u	0.042513642
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-8-u	voiced	labial_u	0.249607162
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-8-u	voiced	labial_u	0.217319367
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-8-u	voiced	labial_u	0.109665166
Baer_Henney_unpublished_2017	tut1	MeNa	labial-voiced-8-u	voiced	labial_u	0.247488472
Baer_Henney_unpublished_2017	tut1	RoLa	labial-voiced-8-u	voiced	labial_u	0.190499162
Baer_Henney_unpublished_2017	tut1	JeRa	labial-voiced-9-e	voiced	labial_e	0.102032742
Baer_Henney_unpublished_2017	tut1	LeKa	labial-voiced-9-e	voiced	labial_e	0.260167004
Baer_Henney_unpublished_2017	tut1	MoKl	labial-voiced-9-u	voiced	labial_u	0.164455997
Baer_Henney_unpublished_2017	tut1	AnFo	labial-voiced-9-u	voiced	labial_u	0.146000301
